chr	start	end	length	nCG	areaStat
chr22	49060019	49060827	809	6	34.474572103596
chr22	29327068	29327667	600	5	34.4543800570903
chr22	48246291	48247611	1321	5	-34.4388118755726
chr22	18401292	18401573	282	5	34.4351987120095
chr22	50182260	50182362	103	6	-34.4245181137049
chr22	30059271	30060946	1676	5	-34.4216805723661
chr22	20147317	20147448	132	7	34.4027278322765
chr22	19117663	19118203	541	6	-34.3933956123324
chr22	42761149	42762046	898	6	-34.367504251037
chr22	41444833	41445005	173	6	-34.3425949984263
chr22	47411366	47411984	619	5	-34.3078849955788
chr22	46202861	46204397	1537	6	-34.2751888065461
chr22	47290758	47291156	399	5	-34.2110142756165
chr22	36624204	36624307	104	6	-34.210318924234
chr22	33843629	33844176	548	5	34.2024990809441
chr22	49664014	49665090	1077	8	-34.1040225120372
chr22	38836816	38836981	166	6	34.0977727250639
chr22	41799699	41800456	758	6	-34.08624729
chr22	46434824	46435523	700	7	-34.0071226877894
chr22	30795824	30799045	3222	10	34.0014599690756
chr22	38667550	38667925	376	5	33.9950728816273
chr22	44612382	44612701	320	5	33.9833759324687
chr22	18353352	18353617	266	5	33.9816800653548
chr22	47274558	47274713	156	9	-33.9231017426542
chr22	43861825	43862651	827	5	33.8572662477887
chr22	39896444	39897213	770	6	-33.8414713293083
chr22	35570773	35571093	321	5	-33.7988478909101
chr22	27520243	27521365	1123	8	-33.7695637553506
chr22	35050162	35051549	1388	7	-33.7463383383632
chr22	20886428	20888347	1920	5	-33.7167893957812
chr22	28151968	28152359	392	6	33.6885006911119
chr22	24268850	24269196	347	5	33.6643601451985
chr22	36688127	36688953	827	7	33.658835719372
chr22	35300849	35303013	2165	9	-33.6225795226912
chr22	28037135	28038889	1755	5	-33.6139383774317
chr22	43609730	43609941	212	5	-33.6002453840371
chr22	43139022	43139880	859	5	-33.4757527542168
chr22	18305623	18306620	998	7	33.4627939609989
chr22	33959567	33960106	540	8	-33.4536853817252
chr22	18470006	18471314	1309	5	33.3732883949308
chr22	44079351	44080696	1346	6	-33.3610570985475
chr22	26122193	26122574	382	5	33.3601173293255
chr22	29169744	29169957	214	5	-33.35501070606
chr22	22306330	22307570	1241	5	33.3406747778587
chr22	33863229	33863773	545	6	-33.3248979231373
chr22	48789301	48789410	110	5	33.3144584394447
chr22	47961928	47962390	463	6	-33.3124751746818
chr22	34270370	34270476	107	5	33.2948228577717
chr22	41147559	41148159	601	5	-33.2662428680614
chr22	27779071	27779191	121	8	33.242486933292
chr22	35926212	35926422	211	5	33.2424541640365
chr22	49264016	49264650	635	6	-33.2001192485573
chr22	47907488	47911007	3520	5	-33.1982522090137
chr22	22179522	22180820	1299	6	33.178414509807
chr22	27354063	27355252	1190	5	-33.1173779831361
chr22	37430969	37431595	627	5	-33.1066208607518
chr22	23529741	23530868	1128	7	33.0128416870028
chr22	49191159	49192214	1056	5	32.853629454727
chr22	41410059	41410441	383	5	-32.8037923052368
chr22	35062934	35066883	3950	5	-32.7406836844608
chr22	39781299	39781464	166	6	32.6951951251225
chr22	41554122	41554474	353	5	-32.6902872283219
chr22	42728274	42728948	675	5	-32.6700747795713
chr22	41056658	41057333	676	5	-32.6242452667396
chr22	34858259	34862132	3874	7	-32.6196615974797
chr22	22123825	22124309	485	6	32.6172958447105
chr22	29771445	29772908	1464	5	-32.6017841859136
chr22	45346368	45346804	437	8	-32.5988037710627
chr22	27853621	27855798	2178	6	-32.568370473606
chr22	41544269	41545152	884	6	-32.513826213487
chr22	39347857	39348769	913	7	-32.4991039863438
chr22	49928159	49928310	152	6	-32.4918885657523
chr22	49037262	49040042	2781	8	32.4516390779463
chr22	29748858	29749505	648	5	-32.4454148760891
chr22	40374838	40377354	2517	9	32.3985839576707
chr22	49913298	49913487	190	6	32.3556780683304
chr22	26133525	26134708	1184	6	-32.3526711352522
chr22	29440122	29441177	1056	5	32.2841443664996
chr22	34500039	34500272	234	5	32.2670672193515
chr22	44481971	44482222	252	5	-32.2367782732588
chr22	38254357	38254492	136	6	32.1564787802082
chr22	39544278	39546160	1883	8	-32.1387178798095
chr22	28843892	28847044	3153	6	-32.0331818850516
chr22	20206264	20206390	127	5	-32.032931363691
chr22	29320475	29321633	1159	6	32.029742452337
chr22	17648278	17649014	737	5	-32.024131061043
chr22	40844850	40845127	278	7	32.0238464752671
chr22	48829807	48830020	214	5	31.991137246353
chr22	23490044	23492862	2819	6	31.9780723275623
chr22	45554811	45555052	242	5	-31.9752947165195
chr22	47119847	47120204	358	5	31.9747509857476
chr22	38305313	38306278	966	6	31.969182004187
chr22	19554706	19554822	117	6	-31.9470380366069
chr22	38656194	38656669	476	6	31.9358900074154
chr22	39941610	39941718	109	9	-31.8412066090607
chr22	27529845	27529971	127	8	31.8293310451558
chr22	42341740	42343402	1663	6	-31.8139052872119
chr22	26955562	26955969	408	7	31.6947598822313
chr22	18632618	18633354	737	5	-31.6230563227212
chr22	34226327	34226412	86	5	31.5008167741613
chr22	27614332	27614826	495	5	-31.4744928175998
chr22	37472265	37473647	1383	10	-31.3421156319645
chr22	37394913	37397588	2676	6	-31.2930157086277
chr22	37666782	37667380	599	5	-31.2588573431368
chr22	37677981	37678829	849	6	-31.2284685714333
chr22	31317702	31317788	87	9	-31.1588434563327
chr22	40993246	40994205	960	9	31.1530242418598
chr22	50271877	50272412	536	6	31.1435655352561
chr22	44920266	44920504	239	6	-31.1321405794225
chr22	34827124	34827605	482	6	-31.1313664000486
chr22	30802342	30802805	464	5	-31.1062250391316
chr22	28081119	28081209	91	5	-31.1000973041767
chr22	27295326	27295681	356	5	-31.0637953978018
chr22	18266913	18267408	496	5	31.0596364434938
chr22	30881244	30883037	1794	5	-31.0071283436498
chr22	23428192	23428270	79	9	-30.983471630935
chr22	47712206	47712714	509	5	-30.9568431204056
chr22	20078990	20079056	67	5	-30.9516894355858
chr22	29167026	29168045	1020	8	-30.9311035320612
chr22	44682359	44683210	852	5	30.9022202858314
chr22	18296359	18296914	556	9	-30.8833799499558
chr22	40721900	40722055	156	6	30.8810044239369
chr22	33998791	33999007	217	6	30.8478812683919
chr22	48203758	48207294	3537	5	-30.7892491939928
chr22	37580271	37582356	2086	5	-30.7862519700485
chr22	43115132	43115764	633	6	-30.6935103957567
chr22	19417781	19418016	236	6	30.6806138115563
chr22	25622069	25623392	1324	6	-30.6765315343213
chr22	37872567	37873778	1212	6	-30.6632569141172
chr22	23231131	23231559	429	5	-30.5547807779393
chr22	33800609	33800674	66	5	30.5484602554292
chr22	46079973	46081867	1895	5	-30.5429700657041
chr22	50976739	50976893	155	6	-30.4797056477123
chr22	29561296	29561554	259	5	-30.4578258567336
chr22	50277000	50277240	241	5	30.4168826346804
chr22	34152594	34152951	358	6	30.3655444951036
chr22	18272271	18272468	198	5	-30.3292737162947
chr22	26730391	26730472	82	5	-30.316337436695
chr22	40703692	40704350	659	6	30.3091109511633
chr22	27401478	27404026	2549	6	-30.293769918733
chr22	38732675	38733103	429	5	30.2889339339486
chr22	44430887	44431158	272	5	-30.2793195259814
chr22	45813604	45813686	83	7	-30.1325782286204
chr22	41362816	41362884	69	6	-30.0724101342151
chr22	34140824	34141393	570	5	30.0645038142757
chr22	37840325	37840775	451	5	-30.0613891410369
chr22	18276157	18276533	377	5	29.9938175020192
chr22	38489645	38489893	249	6	29.9837382643143
chr22	30312316	30313464	1149	5	-29.9788161142194
chr22	26375708	26376732	1025	7	-29.9783367760556
chr22	20188540	20189241	702	6	-29.9670741695733
chr22	39647499	39647829	331	5	29.9366462909223
chr22	37133968	37135134	1167	7	29.9289341615931
chr22	17719810	17720031	222	5	-29.8564943258864
chr22	35110770	35117861	7092	7	-29.849423104361
chr22	46746863	46747245	383	5	29.8432727634713
chr22	34766802	34769631	2830	5	-29.816262234049
chr22	36527993	36528442	450	5	-29.7952415454511
chr22	40014491	40014598	108	5	29.7429345960725
chr22	33980369	33980976	608	7	29.7352189254007
chr22	35841880	35842187	308	6	-29.731204995489
chr22	45056274	45057879	1606	5	-29.714365417938
chr22	19982464	19984082	1619	9	-29.7120179573146
chr22	20186408	20188214	1807	7	-29.6919156891424
chr22	29373981	29375445	1465	6	29.6580549759676
chr22	40506453	40507221	769	5	-29.6309418436491
chr22	26618020	26619069	1050	7	29.6182935923177
chr22	39629048	39630830	1783	10	29.6158545946247
chr22	26187672	26187992	321	8	-29.5989235926692
chr22	23968859	23969329	471	5	-29.5242399878595
chr22	30099466	30102530	3065	5	-29.4853302869178
chr22	36259803	36259917	115	6	29.4681216146368
chr22	49609842	49610064	223	5	-29.4615994551609
chr22	26777790	26778611	822	5	-29.4356407141866
chr22	42126565	42127127	563	5	-29.4197653405617
chr22	41901596	41901726	131	5	29.4071490606705
chr22	35986205	35986384	180	7	-29.3752715719047
chr22	39245760	39247590	1831	10	-29.3627249264748
chr22	30374921	30374976	56	5	-29.3550641362613
chr22	41531859	41531999	141	5	29.3041560143524
chr22	24001267	24002101	835	5	29.2800602775409
chr22	31298775	31299232	458	5	29.2685489624304
chr22	30633389	30633496	108	5	-29.21831107141
chr22	38576506	38576959	454	5	-29.2005632311276
chr22	41377856	41379445	1590	6	29.1652039703065
chr22	27816907	27817040	134	5	-29.1405975825367
chr22	35091519	35092704	1186	6	-29.1198419870542
chr22	18221540	18221674	135	6	-29.1175807738492
chr22	20114366	20115034	669	5	29.0781195708396
chr22	18430438	18430657	220	5	28.9836181629751
chr22	40706860	40706964	105	6	-28.9297084632624
chr22	35536862	35537375	514	5	-28.9284963723481
chr22	43968408	43968885	478	7	-28.8813815189188
chr22	50110803	50110946	144	5	-28.8160528435199
chr22	40833504	40833786	283	5	28.809561641469
chr22	34029997	34030375	379	5	28.804664712554
chr22	37069885	37070043	159	6	28.7634439113891
chr22	28246187	28246999	813	6	-28.6641233669843
chr22	44938694	44941885	3192	5	-28.6195977232696
chr22	46734421	46734718	298	5	-28.6017473434991
chr22	48755430	48755677	248	5	-28.5878836232969
chr22	25161314	25162214	901	5	-28.5666655451726
chr22	37916442	37916595	154	10	28.5297004923332
chr22	39267039	39269526	2488	5	28.4506041603393
chr22	31135686	31135921	236	5	-28.4219221472689
chr22	18437606	18438642	1037	5	28.3101705703395
chr22	19030206	19032256	2051	5	-28.3100982251029
chr22	35797033	35797205	173	5	-28.2922958188971
chr22	46730912	46730993	82	7	28.2871564872824
chr22	20170659	20174275	3617	5	-28.2689673275277
chr22	45694476	45694767	292	5	-28.2580418323732
chr22	34889889	34891300	1412	7	-28.2249702655665
chr22	44966753	44966900	148	6	28.1969535621424
chr22	35677977	35678032	56	5	-28.1812552366132
chr22	37610845	37610907	63	5	-28.175895910844
chr22	43927153	43927464	312	5	28.1192905785749
chr22	23095329	23098168	2840	5	-28.110213074009
chr22	36677795	36677845	51	6	28.092969638387
chr22	41913201	41914467	1267	5	28.0653917815124
chr22	46397372	46398774	1403	5	-28.0055456441778
chr22	40010918	40011081	164	5	27.9961443263704
chr22	28426448	28427163	716	6	-27.9787878143974
chr22	49602410	49602575	166	6	27.9018701571278
chr22	30077376	30077551	176	7	-27.8843761896944
chr22	38878331	38878810	480	5	-27.8601694112091
chr22	24405010	24406231	1222	7	-27.8326410511127
chr22	24255772	24256012	241	5	-27.8325001681904
chr22	39511180	39511971	792	6	-27.829068197497
chr22	37211022	37211164	143	6	-27.7542759586432
chr22	31250543	31251353	811	6	27.7198838438414
chr22	29695246	29695433	188	8	27.6872456374333
chr22	37528663	37529827	1165	5	-27.6679464019116
chr22	49007399	49008994	1596	5	27.6572613237133
chr22	37155704	37155812	109	5	-27.6491426833533
chr22	36957118	36957258	141	5	27.6355305654026
chr22	44924826	44925746	921	5	-27.561860902418
chr22	38814699	38815227	529	5	27.5552605845753
chr22	35586704	35587039	336	5	-27.54543848269
chr22	27133970	27134119	150	7	-27.5403457468616
chr22	50129688	50129936	249	5	27.5181996336432
chr22	27296470	27297157	688	8	27.5152180763639
chr22	30057288	30057473	186	5	-27.468202850825
chr22	19617749	19618617	869	5	-27.4075059817045
chr22	38880034	38881947	1914	5	27.3765571477881
chr22	26464260	26465086	827	6	-27.3747112629983
chr22	47433614	47433994	381	5	27.3581470612254
chr22	23586392	23586556	165	5	27.3444539333895
chr22	26728770	26728964	195	5	-27.3444225457175
chr22	24356227	24356705	479	6	27.3205305104345
chr22	44999680	45001740	2061	6	-27.3107327332781
chr22	34509232	34511839	2608	6	-27.2302559852955
chr22	37563663	37564369	707	5	27.131086769249
chr22	44953178	44954501	1324	6	-27.1278244072972
chr22	24252171	24253264	1094	6	-27.0221575437439
chr22	39073607	39075732	2126	7	-26.9828441593148
chr22	44527211	44528417	1207	5	26.9608595558974
chr22	34095021	34096033	1013	9	26.948721859014
chr22	39179881	39180008	128	6	26.8926324573202
chr22	30671593	30672197	605	9	26.8077589246673
chr22	26026594	26027915	1322	6	26.7727931908195
chr22	48860274	48860752	479	5	-26.7600274455849
chr22	44227443	44227650	208	5	26.7589727947727
chr22	39913588	39915235	1648	6	26.7180916785454
chr22	48242790	48243269	480	8	26.6968988273569
chr22	40799289	40804997	5709	5	26.6909767182835
chr22	50302578	50303279	702	6	-26.6775483751714
chr22	49909454	49910357	904	7	-26.6502435586777
chr22	29314038	29314154	117	6	26.6267005935777
chr22	22271608	22273790	2183	6	-26.6001171167252
chr22	36227190	36227396	207	5	26.5709605708301
chr22	30517978	30518155	178	5	-26.5539760338423
chr22	47224818	47225107	290	6	-26.5419092963352
chr22	24043008	24043179	172	6	-26.47958855754
chr22	27301004	27302492	1489	9	26.470205164504
chr22	28498144	28499594	1451	5	26.420442860412
chr22	30579424	30580619	1196	5	-26.3727745572405
chr22	45642090	45642536	447	7	26.2934656728521
chr22	40611215	40612460	1246	8	26.2803407435309
chr22	32511010	32514929	3920	5	-26.231790477038
chr22	18289012	18289096	85	8	26.2281426579767
chr22	46851750	46852043	294	5	26.2085210139117
chr22	50923690	50924580	891	5	-26.192120604172
chr22	45980180	45980365	186	6	26.1878560619668
chr22	43844200	43844721	522	5	26.1582771285911
chr22	20928092	20928235	144	6	26.1358985931945
chr22	49848969	49849176	208	5	26.1014818733234
chr22	27449957	27450019	63	5	-26.0902905072547
chr22	18409477	18409592	116	7	26.063833300493
chr22	48811479	48811563	85	6	-26.0127385157455
chr22	47240981	47241767	787	7	-25.9255201796307
chr22	49599548	49599694	147	5	-25.9119377866145
chr22	45367911	45368436	526	5	-25.8934796090614
chr22	17579352	17579725	374	5	-25.8926881467392
chr22	46886270	46886522	253	5	25.8800524863085
chr22	22556442	22556520	79	7	-25.862338784402
chr22	28577774	28578032	259	6	25.839845782626
chr22	37100219	37100293	75	6	25.8098779968461
chr22	32506522	32509333	2812	6	-25.7926006917095
chr22	32394612	32395201	590	5	-25.7430768557648
chr22	42594357	42595341	985	5	25.6849145038247
chr22	22293118	22293980	863	5	25.6348808071689
chr22	46900669	46900934	266	5	25.6007480607998
chr22	35106263	35107283	1021	5	-25.5779564727854
chr22	26699825	26701984	2160	5	-25.5656713340855
chr22	45217939	45218103	165	7	25.5559197031713
chr22	26191534	26192041	508	7	25.5226513669563
chr22	22503015	22507616	4602	5	-25.4733270701785
chr22	30720496	30723290	2795	5	25.4641723906654
chr22	20847520	20847806	287	5	25.4556176306901
chr22	26419595	26419979	385	5	-25.4277166861793
chr22	19815274	19815487	214	7	-25.4227216331182
chr22	33780225	33780381	157	5	25.3826222414793
chr22	27375592	27376808	1217	5	-25.3769709946079
chr22	18404635	18406906	2272	6	25.3564090849042
chr22	19830518	19830597	80	5	-25.3480238809846
chr22	35171087	35174703	3617	5	-25.3136265822514
chr22	38642846	38643474	629	5	-25.2814371769441
chr22	28567451	28569807	2357	8	25.262253461933
chr22	38173159	38173514	356	5	-25.2551562295511
chr22	39881166	39881379	214	5	-25.225414674534
chr22	39143776	39144533	758	8	25.1750951999376
chr22	34169325	34169817	493	6	25.0987192541783
chr22	47807019	47809426	2408	6	-25.0656136469812
chr22	26763767	26763948	182	5	25.0436685886521
chr22	22044202	22045006	805	7	-25.0334199021406
chr22	21130895	21131092	198	5	-24.9721169865409
chr22	42870978	42871348	371	5	-24.9404016123455
chr22	22058508	22058562	55	6	24.9323981243568
chr22	27092914	27093283	370	5	-24.9207860392536
chr22	25546605	25547002	398	6	24.9036168289711
chr22	37806175	37808073	1899	5	-24.9032317653837
chr22	31631284	31631527	244	6	-24.8862060442851
chr22	42219936	42219998	63	6	-24.8719172889862
chr22	18295116	18295210	95	6	24.8585990372568
chr22	35551042	35551314	273	5	-24.8543279931542
chr22	27836394	27836459	66	6	-24.8012322075795
chr22	27826741	27826924	184	6	24.6939691430675
chr22	40589186	40590256	1071	5	24.6867398411032
chr22	45204007	45204251	245	8	-24.6678654935616
chr22	40133335	40135934	2600	8	-24.630845315234
chr22	42476978	42477046	69	5	24.6244914071241
chr22	34275723	34276270	548	5	24.6084356876358
chr22	44976350	44976665	316	5	-24.5840173874514
chr22	47490997	47491203	207	6	24.5726752014169
chr22	51019656	51022128	2473	5	24.5534204402357
chr22	43390093	43392729	2637	8	24.5055805651915
chr22	29550660	29550805	146	5	-24.4976697045711
chr22	35960388	35960490	103	6	24.4331767324213
chr22	27661324	27662062	739	6	-24.3903794227443
chr22	40405547	40405857	311	5	-24.3300126462613
chr22	42158611	42159700	1090	6	24.3029246078889
chr22	33825372	33825671	300	5	24.2544067852789
chr22	18295559	18295991	433	5	24.2151364174736
chr22	44742614	44743032	419	5	-24.1999183668396
chr22	26786436	26787168	733	5	-24.1845744270181
chr22	49261431	49261713	283	5	-24.1716198967481
chr22	38898278	38899627	1350	5	24.1430639202166
chr22	33957789	33959235	1447	5	24.126736763322
chr22	17761285	17762500	1216	5	-24.1074754807022
chr22	23205476	23206804	1329	5	-24.0081416614759
chr22	35945214	35945279	66	7	-23.9807873598767
chr22	34717915	34719048	1134	6	-23.9511673805734
chr22	38175466	38176041	576	5	-23.9186499625361
chr22	35522372	35523590	1219	6	-23.9160593037514
chr22	39184878	39185604	727	6	23.8963722333419
chr22	26472666	26473255	590	5	-23.8898408398
chr22	36310815	36311063	249	6	-23.8698628422486
chr22	37097189	37097526	338	5	23.8615835664172
chr22	50246396	50248772	2377	6	23.8376556309882
chr22	41243834	41243944	111	6	23.8334319799625
chr22	34005242	34005766	525	5	23.829265446763
chr22	47484686	47484867	182	5	23.8077344930606
chr22	27285622	27285808	187	5	-23.7744223809565
chr22	49113016	49113074	59	5	23.7654328535818
chr22	38223225	38223644	420	5	-23.7368965650113
chr22	47113309	47113423	115	5	-23.7108032921775
chr22	49822811	49823265	455	5	-23.7060034918216
chr22	45460746	45461054	309	5	23.6550754843115
chr22	18981916	18982305	390	5	-23.6434392583253
chr22	19902034	19902514	481	5	23.6295995162775
chr22	17602861	17603208	348	5	23.6073607244209
chr22	32631273	32631905	633	5	-23.5755851945214
chr22	26394087	26394493	407	5	-23.5422382939941
chr22	44590053	44591921	1869	5	-23.5174454774749
chr22	47866115	47867920	1806	5	-23.505681984298
chr22	41877720	41879655	1936	6	-23.5029575108886
chr22	25163228	25165297	2070	6	-23.4486673803461
chr22	26794687	26795960	1274	5	23.4064354467565
chr22	40216367	40216936	570	7	23.3946407528038
chr22	42674541	42674873	333	6	23.3800468610283
chr22	34135439	34135790	352	5	23.3487068036683
chr22	50184070	50184349	280	7	23.3184156326799
chr22	47887185	47891280	4096	5	-23.2536469370194
chr22	29565008	29565238	231	8	-23.1898270383402
chr22	36678919	36679348	430	5	23.1590723893774
chr22	48248644	48249010	367	6	-23.0819660351451
chr22	22011333	22011571	239	5	-23.0143860721945
chr22	28169983	28170522	540	5	-23.0124408191561
chr22	37656445	37657335	891	5	-22.9940835746165
chr22	47724363	47725049	687	5	-22.966299436124
chr22	48101369	48102084	716	5	-22.9420469545264
chr22	26272857	26273311	455	5	-22.9116748417793
chr22	39322734	39323648	915	5	-22.7872145796382
chr22	42608536	42608617	82	5	22.7370905014226
chr22	35781077	35781215	139	6	-22.69386621393
chr22	27231450	27234910	3461	6	-22.674066688539
chr22	43434476	43434565	90	5	22.6046820814614
chr22	46811681	46811864	184	6	22.5330381082504
chr22	23396850	23397404	555	5	22.5209678579375
chr22	40257765	40257925	161	7	22.5119669423551
chr22	45391157	45391244	88	7	22.5013474086005
chr22	35037023	35037206	184	5	-22.4883101941079
chr22	50637979	50640542	2564	5	22.4470046960328
chr22	40438982	40439215	234	5	-22.4371379675331
chr22	37609188	37609899	712	5	22.4321294314288
chr22	45889139	45889389	251	5	22.3642820543964
chr22	39683031	39683219	189	6	-22.2903117835065
chr22	43179913	43180135	223	5	-22.2830185791436
chr22	45850599	45851050	452	6	22.2388358927219
chr22	18975280	18975457	178	5	-22.2350847712889
chr22	27680177	27680412	236	5	-22.1884050687238
chr22	18031954	18032747	794	5	-22.1350215344331
chr22	38501593	38501836	244	6	22.0901697593235
chr22	23186456	23190379	3924	5	-22.0807571632577
chr22	38578567	38578703	137	5	22.0165516468005
chr22	28348697	28348890	194	5	-21.9941775569312
chr22	41387338	41387690	353	5	-21.8671935380305
chr22	48158868	48159402	535	5	-21.7437642812181
chr22	46154558	46154633	76	5	21.7375423377673
chr22	45236238	45236640	403	5	21.7264919512014
chr22	37527524	37527753	230	5	-21.7168533275097
chr22	26754673	26755529	857	6	-21.7138713433634
chr22	47665586	47666028	443	5	-21.574374257423
chr22	41495130	41495273	144	6	21.521244197478
chr22	47689730	47690573	844	5	-21.5134932422518
chr22	40860253	40862955	2703	5	21.4567169975274
chr22	39180539	39180754	216	5	21.4454603635536
chr22	35503693	35505135	1443	6	21.4199578977242
chr22	37373859	37373935	77	6	-21.4029166151476
chr22	42865662	42866635	974	5	-21.3880077750173
chr22	48268580	48268931	352	5	-21.3805484233509
chr22	45750972	45751459	488	5	-21.3670881155214
chr22	44528849	44529044	196	7	21.3561719293665
chr22	20047033	20047182	150	5	21.3419899876139
chr22	22117164	22117256	93	5	-21.1569866541161
chr22	45378525	45378751	227	5	-21.1504215211607
chr22	49838585	49838680	96	7	21.0765007920242
chr22	17556702	17556885	184	5	21.0093296254998
chr22	44546988	44547262	275	5	20.9923692371906
chr22	34203620	34204648	1029	6	20.9245899707517
chr22	25411875	25412208	334	6	20.91976444218
chr22	49424881	49425268	388	5	20.8832562496853
chr22	48489997	48490409	413	5	-20.8544913998276
chr22	47327693	47328063	371	6	-20.8202471869641
chr22	25120896	25120971	76	5	20.8127102702029
chr22	45630542	45631081	540	7	20.7633593850556
chr22	47871150	47871492	343	6	-20.7452705615942
chr22	27884825	27885421	597	5	-20.6848980433398
chr22	25151740	25151792	53	6	20.5438418616796
chr22	19463107	19464146	1040	5	-20.4537529703073
chr22	42821839	42823636	1798	5	-20.4257669041356
chr22	27313961	27314537	577	6	-20.3928019582757
chr22	49411848	49412179	332	5	-20.302112392178
chr22	36767084	36767321	238	5	20.2665391359183
chr22	39804985	39805743	759	5	-20.26632923876
chr22	49826438	49826597	160	5	-20.2338989956545
chr22	43295362	43295419	58	5	-20.1846336211647
chr22	37032290	37033076	787	5	-20.1395551934921
chr22	22125660	22126208	549	5	19.8280230034222
chr22	37986303	37989051	2749	5	-19.8233257891527
chr22	34726763	34727465	703	5	-19.8106752449276
chr22	26351559	26351679	121	5	-19.7715530979838
chr22	34613867	34615859	1993	5	-19.7660537939004
chr22	37244864	37246296	1433	5	-19.7606908746912
chr22	18284975	18285161	187	5	19.7289841440652
chr22	36867411	36867606	196	5	19.6467719216894
chr22	28146982	28147079	98	5	-19.568151942704
chr22	33711424	33711487	64	5	-19.2948612195475
chr22	35133348	35136942	3595	6	-19.2517321777535
chr22	50497761	50497837	77	5	-19.217233199831
chr22	25465884	25466248	365	5	-19.1897893392348
chr22	41939517	41939619	103	5	-19.0806648260509
chr22	40760968	40762230	1263	5	-19.0598587427872
chr22	29416985	29417035	51	5	18.8439585174194
chr22	50167536	50167648	113	5	-18.840962528719
chr22	29903627	29903977	351	5	-18.801534717672
chr22	43976344	43976526	183	5	-18.7709574823436
chr22	20861464	20863143	1680	5	18.6893807126718
chr22	19605295	19607262	1968	6	-18.633080832073
chr22	17713860	17714131	272	5	-18.632700551962
chr22	41542772	41543046	275	5	-18.6048233108232
chr22	18277593	18278026	434	5	-18.6028827506876
chr22	29692963	29693933	971	6	-18.5815110650412
chr22	28012200	28012899	700	5	-18.3719104140934
chr22	45216735	45217039	305	6	-18.3392083041476
chr22	41031758	41031919	162	5	18.3367396656785
chr22	46736841	46737596	756	5	-18.159973012666
chr22	30162167	30162511	345	6	-18.0108501193869
chr22	29985961	29986082	122	5	-17.9742569373157
chr22	37037702	37037855	154	5	-17.9434334519779
chr22	28314323	28316172	1850	5	-17.9246987778874
chr22	43668883	43669047	165	5	-17.8453223265049
chr22	30747180	30747413	234	5	17.8348528048108
chr22	29468017	29468097	81	5	17.7722757100209
chr22	34918762	34919163	402	5	-17.7215008644838
chr22	36633453	36634754	1302	6	17.6951195530384
chr22	45498520	45499033	514	5	-17.6611543481542
chr22	17992395	17993231	837	5	-17.5241895278854
chr22	43251418	43251520	103	6	17.4935753721116
chr22	43783996	43785446	1451	5	-17.3345162413377
chr22	31149700	31150174	475	6	16.968171003929
chr22	46236910	46237834	925	5	-16.9643467552184
chr22	40728504	40728604	101	6	-16.918476913409
chr22	26130269	26130699	431	6	16.8648305224564
chr22	41572900	41573319	420	5	-16.4420500290842
chr22	31409945	31410845	901	5	-15.8706347363638
chr22	30031609	30032496	888	5	-15.5475917907017
chr22	35898101	35899351	1251	5	-15.5259655957888
chr22	36183882	36183935	54	5	15.1781836185664
chr22	47331659	47332960	1302	5	-15.1671075299284
chr22	28056411	28056474	64	5	-14.8505013483971
chr22	29166666	29166970	305	5	-14.8281605317657
chr22	47653211	47653842	632	5	14.5657771349166
chr22	41553265	41553320	56	5	-14.4672394463632
chr22	32484719	32487605	2887	5	-14.3420712617404
chr22	36629894	36630076	183	5	-14.2699940457637
chr22	50179553	50180984	1432	5	14.2592548921156
chr22	29997718	29997780	63	5	-14.166916290567
