chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_celltype_chimp	Bonferroni_celltype_human	Bonferroni_celltype_macaq
chr17	74871631	74871945	OD_hyper	OD_hyper	315	6	80.1789492015731	0.5914	0.9492	0.7162	0.9372	0.5611	0.8531	4.13375858988323e-23	1.32954571378037e-82	3.92022815625101e-24
chr4	11866457	11867031	OD_hyper	OD_hyper	575	6	80.1724117251589	0.6891	0.9285	0.6872	0.9366	0.4606	0.9534	3.69967857589213e-23	3.55540130486693e-44	7.30496222726209e-43
chr8	126318855	126319993	OD_hyper	OD_hyper	1139	7	80.1651867950534	0.3791	0.6557	0.3849	0.6826	0.4894	0.7199	2.92193292219265e-34	1.82308247257134e-28	3.5861690910118e-28
chr5	141203395	141204760	OD_hyper	OD_hyper	1366	6	80.1560626999418	0.3958	0.7913	0.3999	0.7116	0.5675	0.7737	1.01307552669141e-12	1.75527899342512e-91	7.22174199555196e-19
chr13	66545075	66546242	OD_hyper	OD_hyper	1168	5	80.1514750062698	0.3986	0.8862	0.4543	0.8208	0.431	0.812	1.10863026416385e-07	2.21239773968644e-75	4.02258824375912e-13
chr7	94717816	94718823	OD_hyper	OD_hyper	1008	4	80.1481978593811	0.4605	0.8653	0.5376	0.9071	0.6959	0.8608	5.01500190032739e-32	2.11327582094285e-112	9.92828510289582e-08
chr2	98789123	98789917	OD_hyper	OD_hyper	795	4	80.147059090574	0.4664	0.9077	0.687	0.9671	0.4229	0.9481	4.93967767809751e-33	7.87180468681697e-155	4.60280855353907e-136
chr8	67195082	67196559	OD_hyper	OD_hyper	1478	8	80.1406206885992	0.7093	0.9286	0.6771	0.938	0.7693	0.9465	3.6325037546328e-34	2.07194374144193e-47	6.33298831952863e-25
chr17	78650877	78651887	OD_hyper	OD_hyper	1011	8	80.1397279389113	0.6099	0.8866	0.7087	0.8927	0.5648	0.8378	4.46849026740123e-07	2.07330967567101e-40	1.06305544392153e-97
chr10	97113564	97113757	OD_hyper	OD_hyper	194	4	80.1375458571131	0.4721	0.9418	0.5246	0.9494	0.6005	0.8104	1.83341099661691e-71	1.02377378367999e-75	1.28232738472815e-08
chr8	38715780	38716949	OD_hyper	OD_hyper	1170	8	80.1216147101623	0.65	0.911	0.642	0.8366	0.6166	0.8567	1.22345317949406e-07	1.55277457336322e-36	9.33580998484275e-19
chr19	39140606	39142616	OD_hyper	OD_hyper	2011	9	80.1175336514215	0.5202	0.8249	0.6352	0.8349	0.5827	0.7988	1.44518547638176e-06	4.95164308823625e-69	1.06133721282924e-11
chr8	74656772	74657644	OD_hyper	OD_hyper	873	5	80.1100130881094	0.344	0.7111	0.3119	0.6689	0.4335	0.7514	2.94645063282941e-32	1.70806055887245e-42	5.07355971208132e-95
chr2	149272976	149273969	OD_hyper	OD_hyper	994	4	80.1020781951211	0.4844	0.9435	0.6356	0.933	0.5102	0.8218	1.83330171868514e-20	1.07906536707963e-204	7.59618309989112e-26
chr14	29860535	29860852	OD_hyper	OD_hyper	318	5	80.1010084783474	0.4323	0.8908	0.4615	0.9125	0.4243	0.9018	3.61497571093996e-10	4.35954362728077e-34	2.26111828434784e-53
chr3	360948	362055	OD_hyper	OD_hyper	1108	6	80.1005896675145	0.6948	0.9571	0.623	0.9408	0.7766	0.9684	9.88676079111518e-29	7.0734503565524e-58	1.70753260427945e-26
chr4	110393391	110393587	OD_hyper	OD_hyper	197	4	80.080406582698	0.3549	0.8591	0.5363	0.9126	0.6944	0.8926	4.4279832978968e-66	5.1797637580686e-64	3.20925256486451e-19
chr6	37583595	37583736	OD_hyper	OD_hyper	142	6	80.0797157847195	0.5902	0.9231	0.6764	0.9306	0.3941	0.8574	1.21378391461279e-09	6.38569880292018e-24	1.27655267496855e-26
chr4	159890323	159891317	OD_hyper	OD_hyper	995	6	80.0695373230899	0.7259	0.9441	0.7065	0.8851	0.5455	0.8525	1.21555603188825e-14	1.44769941593206e-76	8.78943195730657e-46
chr3	192025185	192026101	OD_hyper	OD_hyper	917	5	80.0486704270485	0.4372	0.8956	0.4448	0.8173	0.239	0.8634	2.11383436608765e-46	2.39450177074728e-187	2.2289443732377e-299
chr2	15780057	15780991	OD_hyper	OD_hyper	935	7	80.0472682382383	0.5187	0.7406	0.4022	0.7957	0.5101	0.8394	1.3795354271682e-54	2.93897407481681e-20	3.64448282358468e-69
chr15	38704193	38704601	OD_hyper	OD_hyper	409	5	80.0457909786692	0.5446	0.8794	0.4221	0.8293	0.2414	0.8078	4.81459805273738e-40	5.89492901380273e-66	1.20121415820018e-111
chr7	130871821	130872227	OD_hyper	OD_hyper	407	5	80.0422476018822	0.4382	0.8955	0.536	0.9416	0.4625	0.6496	7.19985171917153e-21	1.93413744218524e-59	1.21305544564362e-09
chr12	24290945	24291845	OD_hyper	OD_hyper	901	8	80.0407926833293	0.5307	0.8138	0.6802	0.8498	0.4535	0.8759	7.91400752454359e-07	7.56113875855285e-53	4.17655784202487e-53
chr3	57715880	57717431	OD_hyper	OD_hyper	1552	6	80.0326109960004	0.6533	0.8864	0.6535	0.9175	0.6316	0.8755	1.13186727856355e-40	4.17853135697681e-70	3.50286545230424e-84
chr5	73713184	73714202	OD_hyper	OD_hyper	1019	6	80.0258808185448	0.6728	0.9507	0.7172	0.9398	0.7298	0.9456	2.01802955055832e-10	1.19174949142528e-44	2.35998398004209e-43
chr2	152056836	152057702	OD_hyper	OD_hyper	867	6	80.0104865375038	0.5637	0.9205	0.6585	0.8418	0.4117	0.5962	9.82052462888199e-21	1.68370107288089e-123	2.84354580856455e-07
chr17	42956464	42956655	OD_hyper	OD_hyper	192	4	80.0075185034495	0.4747	0.8382	0.3953	0.8864	0.2792	0.6151	7.41047725963865e-48	1.19095480519757e-41	7.41959819842859e-32
chr3	4564567	4565984	OD_hyper	OD_hyper	1418	4	80.0046733094932	0.4605	0.9067	0.4885	0.8798	0.5352	0.7587	3.45755060905098e-81	1.46681127371658e-224	5.92274364645498e-27
chr12	19276670	19277010	OD_hyper	OD_hyper	341	4	79.9903117319704	0.5026	0.9222	0.4418	0.9426	0.5179	0.8739	1.30120837179735e-52	1.84020021441688e-78	9.93514738615581e-31
chr10	11506676	11507778	OD_hyper	OD_hyper	1103	6	79.9805844248233	0.4392	0.8294	0.6478	0.9276	0.2528	0.9396	8.64837573804252e-26	1.55337199999743e-42	1.40315874434107e-194
chr1	59133626	59134380	OD_hyper	OD_hyper	755	5	79.9745670774934	0.6177	0.8956	0.5838	0.8986	0.6218	0.8854	5.93073852049136e-26	4.30748507849784e-51	4.69174694550186e-66
chr6	12186812	12187379	OD_hyper	OD_hyper	568	4	79.9657208857479	0.6631	0.9593	0.5536	0.9592	0.5302	0.951	1.17660359943259e-136	4.47085782203969e-79	6.79332292904244e-63
chr15	61341449	61341897	OD_hyper	OD_hyper	449	6	79.9614791429405	0.3697	0.6525	0.4087	0.6584	0.4053	0.8384	1.83546731348561e-17	2.53363811941352e-54	1.65139032695007e-78
chr6	127838559	127839491	OD_hyper	OD_hyper	933	7	79.9611520550308	0.3209	0.5192	0.2015	0.5207	0.2229	0.5226	6.02566126349379e-46	1.6550777092111e-20	3.67776290059009e-31
chr1	62328120	62328606	OD_hyper	OD_hyper	487	6	79.9542867036218	0.7076	0.9593	0.7763	0.9736	0.7604	0.9603	1.53060534620993e-21	3.71710341546653e-31	4.53443315068547e-23
chr8	131103253	131103942	OD_hyper	OD_hyper	690	6	79.9523885503407	0.5942	0.927	0.6299	0.9221	0.6339	0.8783	5.48187962507636e-20	1.10796711586569e-61	5.13737777735974e-70
chr7	94893591	94894263	OD_hyper	OD_hyper	673	8	79.9495705035648	0.7789	0.9322	0.726	0.9116	0.6634	0.9383	1.74449982092178e-07	2.06772823182379e-38	3.45219289481629e-76
chr10	63815109	63815369	OD_hyper	OD_hyper	261	6	79.946591037815	0.7088	0.9385	0.5245	0.8917	0.4826	0.8318	8.31336704083646e-16	3.23443556170195e-26	1.08722981953067e-56
chr6	127533948	127534213	OD_hyper	OD_hyper	266	4	79.9400774729632	0.3961	0.8753	0.4115	0.8667	0.3476	0.7882	1.7233006417484e-26	8.81836102936135e-60	1.05334836642861e-33
chr12	98331230	98332408	OD_hyper	OD_hyper	1179	6	79.939878030682	0.6911	0.9233	0.6549	0.9238	0.5671	0.7566	3.98484933306222e-27	4.67766187438535e-71	2.76554736352704e-13
chr9	120382401	120384589	OD_hyper	OD_hyper	2189	5	79.9183251301849	0.5618	0.9442	0.6163	0.9079	0.7377	0.8917	3.63783144809389e-22	4.26298446830642e-203	2.6190753172946e-65
chr7	128381375	128382144	OD_hyper	OD_hyper	770	5	79.9182819796947	0.5516	0.8742	0.6106	0.8879	0.4421	0.653	3.31118840984654e-61	7.20164314168675e-61	1.01271642096709e-16
chr17	31644892	31645391	OD_hyper	OD_hyper	500	9	79.9178046260467	0.5712	0.7809	0.6135	0.7807	0.5128	0.7278	5.81433240742179e-07	1.23657587706373e-15	1.08692556030125e-12
chr13	99171369	99172070	OD_hyper	OD_hyper	702	7	79.9071593707432	0.7642	0.956	0.7522	0.9435	0.728	0.9446	4.21266259468521e-12	1.26637388521594e-47	5.69275595926124e-32
chr5	57520162	57520774	OD_hyper	OD_hyper	613	6	79.9069987078609	0.5434	0.8818	0.6445	0.9015	0.755	0.9334	2.16534561881326e-19	1.21599938763468e-80	1.83451940757864e-42
chr5	89256964	89258599	OD_hyper	OD_hyper	1636	5	79.9008879768742	0.6454	0.9338	0.6485	0.9072	0.6323	0.8873	2.21331742093575e-16	2.05228823145934e-101	6.65994220479319e-42
chr15	52547484	52548526	OD_hyper	OD_hyper	1043	9	79.8956240311209	0.3514	0.6636	0.4135	0.6136	0.2779	0.6499	4.34083604274071e-05	1.04435444960711e-44	1.47404874289236e-87
chr20	12335217	12336542	OD_hyper	OD_hyper	1326	7	79.8615208616648	0.6445	0.8276	0.5824	0.9046	0.6832	0.949	2.78475668029662e-11	1.57807815942041e-07	2.06584865338628e-69
chr2	70920388	70921855	OD_hyper	OD_hyper	1468	7	79.8429532859246	0.6409	0.9411	0.5587	0.9044	0.5566	0.9383	1.54820444761148e-17	6.17906853836568e-59	1.24271370984955e-151
chr2	56560903	56562474	OD_hyper	OD_hyper	1572	5	79.8396006947049	0.5785	0.9046	0.5401	0.895	0.3491	0.9246	8.20787524018559e-23	8.79064161852245e-109	2.92133947155693e-99
chr4	6174585	6175869	OD_hyper	OD_hyper	1285	8	79.8365012108748	0.5574	0.8975	0.6455	0.8433	0.6214	0.8224	1.40338785379266e-27	1.75196094098949e-108	2.37837091414149e-55
chr1	210589055	210589619	OD_hyper	OD_hyper	565	7	79.8266279427806	0.3336	0.7576	0.3259	0.516	0.4548	0.8002	4.40424734935484e-05	3.36045343000906e-26	1.78497481941429e-17
chr13	102537727	102537911	OD_hyper	OD_hyper	185	4	79.813932679375	0.3924	0.9375	0.4791	0.9003	0.3522	0.8914	5.20368992053534e-13	5.86211847050879e-109	1.83493864481191e-81
chr6	47245193	47246171	OD_hyper	OD_hyper	979	6	79.8005339413946	0.6215	0.9163	0.6774	0.884	0.7875	0.9493	1.67499160735381e-12	8.20312556776984e-60	2.57750590584689e-26
chr19	17796404	17796532	OD_hyper	OD_hyper	129	4	79.7977221521396	0.1017	0.7493	0.1254	0.6744	0.139	0.5209	4.38368003010815e-86	8.56980583780204e-71	3.44963128299297e-29
chr3	172890126	172890590	OD_hyper	OD_hyper	465	4	79.7976118396775	0.6103	0.956	0.6637	0.9614	0.4335	0.9573	5.97711189657923e-21	4.63192766057886e-128	9.56167042747364e-205
chr2	191626886	191629428	OD_hyper	OD_hyper	2543	4	79.7707164841045	0.666	0.9513	0.6008	0.95	0.7015	0.9331	2.01951911251165e-42	1.90630626090434e-61	2.78225948342584e-44
chr10	127211053	127211508	OD_hyper	OD_hyper	456	6	79.7677309779772	0.598	0.89	0.7412	0.9374	0.5064	0.8468	4.37594249770448e-49	2.76972459472821e-52	1.99808426106289e-154
chr6	40287404	40288153	OD_hyper	OD_hyper	750	4	79.7605611182827	0.4414	0.9419	0.5081	0.9531	0.5371	0.8523	3.11524497475546e-19	2.3781816369463e-148	1.25753927857047e-16
chr3	192534397	192535692	OD_hyper	OD_hyper	1296	6	79.7526074907749	0.5242	0.7413	0.7251	0.9115	0.5982	0.8584	7.88086214174933e-31	5.46344327343835e-26	3.19269248992896e-25
chr18	31740047	31741184	OD_hyper	OD_hyper	1138	8	79.7472512010795	0.6413	0.8008	0.4845	0.6969	0.4921	0.7504	1.02479711577736e-16	3.25370846294286e-17	9.75412142063176e-25
chr3	58032201	58032700	OD_hyper	OD_hyper	500	5	79.7412786540555	0.5551	0.9669	0.668	0.9491	0.7968	0.9717	9.8318608250694e-26	2.82492484427064e-77	1.45708458307079e-46
chr3	127529230	127530078	OD_hyper	OD_hyper	849	7	79.7273875470807	0.6759	0.9254	0.755	0.9259	0.7823	0.958	7.98574512613679e-14	1.92240214610149e-81	2.17705442141703e-30
chr8	75182339	75182760	OD_hyper	OD_hyper	422	4	79.7248280658922	0.5636	0.9453	0.5995	0.944	0.3754	0.7185	2.7945679412558e-23	6.29675953998109e-71	4.24863689420693e-48
chr15	92239279	92239690	OD_hyper	OD_hyper	412	5	79.7180566248968	0.6275	0.9334	0.4467	0.9142	0.5905	0.913	4.48753747891621e-28	4.03860464543254e-104	4.75065375146882e-29
chr4	1918615	1918856	OD_hyper	OD_hyper	242	6	79.7167729789196	0.6762	0.9485	0.7109	0.9055	0.737	0.9457	3.02637991408948e-09	2.91958666808696e-40	3.88494892693717e-74
chr4	183110381	183111039	OD_hyper	OD_hyper	659	6	79.6987662632492	0.6393	0.9159	0.6628	0.8871	0.503	0.8529	3.23435261552519e-08	1.27001613416538e-96	9.55920583290488e-28
chr12	67190489	67192549	OD_hyper	OD_hyper	2061	7	79.6734538673106	0.7224	0.9417	0.7255	0.9352	0.5541	0.9006	1.36303364774547e-20	8.92779798472892e-72	8.88825900622264e-119
chr5	147741025	147741765	OD_hyper	OD_hyper	741	5	79.6560937642773	0.6932	0.9646	0.6126	0.9521	0.5673	0.939	1.30578836854982e-99	2.30447076123636e-36	5.3146397598656e-63
chr6	109590373	109591318	OD_hyper	OD_hyper	946	6	79.6506672447632	0.6765	0.9294	0.6384	0.94	0.6836	0.9074	6.08318553699931e-39	8.09094872972068e-85	1.33634833905688e-48
chr18	70706503	70707515	OD_hyper	OD_hyper	1013	6	79.6364657509213	0.5819	0.8633	0.7062	0.9104	0.802	0.9586	4.23010783207931e-12	6.53996429945181e-63	8.91135860745246e-48
chr12	46788803	46789603	OD_hyper	OD_hyper	801	7	79.6177660301973	0.4068	0.6564	0.4416	0.6453	0.5012	0.7313	1.48077167750916e-21	3.26763857199426e-29	3.29757572050512e-25
chr21	46511090	46512096	OD_hyper	OD_hyper	1007	9	79.5993958613683	0.5651	0.7339	0.5055	0.6886	0.4045	0.6494	1.71177497531221e-08	1.53454533668458e-26	3.78545996616773e-77
chr5	143562232	143563187	OD_hyper	OD_hyper	956	6	79.5956807983857	0.2084	0.4616	0.2868	0.677	0.2768	0.5298	1.76563741737548e-45	7.28897750409282e-58	2.56719695589889e-22
chr1	88526245	88526472	OD_hyper	OD_hyper	228	4	79.5925997255181	0.3712	0.9032	0.4323	0.9087	0.5061	0.9122	1.43934152816441e-14	1.20039935928931e-156	2.29567217924337e-46
chr16	56514920	56515769	OD_hyper	OD_hyper	850	7	79.5833697315069	0.5486	0.8326	0.6832	0.8959	0.6572	0.9434	3.3807558263043e-08	1.0138681162065e-48	4.50769815689861e-76
chr1	39051682	39052161	OD_hyper	OD_hyper	480	4	79.5799485560603	0.4788	0.9513	0.4286	0.8596	0.4274	0.8874	9.04880247164637e-29	2.75686289640828e-89	7.99693447840581e-160
chr6	129220430	129222160	OD_hyper	OD_hyper	1731	6	79.5795617407833	0.7183	0.9528	0.6844	0.9509	0.5786	0.897	6.03030187009848e-17	5.99399170619066e-56	6.54399157282252e-63
chr3	127730398	127730681	OD_hyper	OD_hyper	284	7	79.5787027883448	0.4937	0.7948	0.5054	0.8638	0.4083	0.8048	1.41973873676967e-13	1.06344349861207e-18	6.79303952047748e-15
chr1	240074456	240076285	OD_hyper	OD_hyper	1830	10	79.5657559585191	0.4868	0.8382	0.5987	0.8036	0.5069	0.8103	3.93348246930338e-05	8.01582625702367e-65	1.65914671796515e-17
chr11	93590426	93592148	OD_hyper	OD_hyper	1723	7	79.5544349431078	0.461	0.733	0.5391	0.7029	0.5294	0.7297	1.79645999790695e-06	6.42215966206093e-69	2.44131179020694e-21
chr4	176645644	176646815	OD_hyper	OD_hyper	1172	6	79.5451159431927	0.7053	0.9495	0.705	0.8573	0.6148	0.9139	6.43355854923468e-09	5.15190339803602e-58	4.87171991646543e-61
chr5	65652469	65653076	OD_hyper	OD_hyper	608	7	79.543184181017	0.6615	0.8926	0.6491	0.9356	0.7033	0.8982	5.10911340817248e-22	1.42064053198232e-41	4.10228428243957e-31
chr7	148959825	148960239	OD_hyper	OD_hyper	415	8	79.5156375460009	0.2767	0.6421	0.2306	0.6371	0.2563	0.6014	2.34734546923967e-51	1.31198199121101e-42	1.74780173294264e-35
chr10	10473614	10474279	OD_hyper	OD_hyper	666	8	79.5057227065354	0.17	0.4097	0.4047	0.6379	0.2688	0.8005	7.12924761630474e-10	1.02917303314996e-32	4.37640378943664e-82
chr1	100929624	100930226	OD_hyper	OD_hyper	603	7	79.4935213096074	0.3875	0.6851	0.4708	0.6691	0.2845	0.6864	2.53218991437681e-14	3.4841968145562e-36	1.12727080205009e-48
chr4	72129778	72130976	OD_hyper	OD_hyper	1199	7	79.4892618878654	0.7323	0.9327	0.729	0.929	0.6211	0.9539	2.11655638246266e-15	5.51855729414151e-50	2.71374998295637e-204
chr12	112991352	112992526	OD_hyper	OD_hyper	1175	6	79.4760369900576	0.4483	0.8141	0.6504	0.8935	0.6554	0.9244	1.88981892863707e-22	1.13004579994032e-105	3.21815993000699e-87
chr11	58273602	58274147	OD_hyper	OD_hyper	546	5	79.4452688217645	0.6513	0.936	0.609	0.9465	0.5142	0.9135	1.02476879032273e-14	3.15935454485059e-41	1.3693446251476e-83
chr6	127803340	127805387	OD_hyper	OD_hyper	2048	11	79.4225767371686	0.4773	0.6612	0.4888	0.7664	0.5923	0.7933	1.40648798204104e-29	5.88005041558086e-39	1.55824682444779e-35
chr11	132788667	132790287	OD_hyper	OD_hyper	1621	6	79.4100153785602	0.5762	0.9274	0.5927	0.8923	0.7789	0.9427	4.34788477376133e-13	5.73639027881239e-92	5.33276395209588e-18
chr1	37894253	37895118	OD_hyper	OD_hyper	866	6	79.4083700922959	0.5891	0.9251	0.6852	0.9534	0.7077	0.9042	5.59619278115847e-12	1.62610674817589e-65	4.84972923549389e-21
chr8	12588927	12589119	OD_hyper	OD_hyper	193	5	79.4064515550822	0.6959	0.9649	0.6974	0.9704	0.4597	0.9516	8.02870295910478e-14	1.9249758681538e-93	3.54647022374698e-66
chr13	45803269	45803813	OD_hyper	OD_hyper	545	6	79.3837712219188	0.6802	0.9599	0.7249	0.953	0.6148	0.9387	2.94485965298625e-17	1.44480781455189e-30	2.16593218573719e-31
chr1	14555654	14556579	OD_hyper	OD_hyper	926	7	79.3782828750491	0.7811	0.9484	0.6295	0.9387	0.7358	0.9091	8.02198672620287e-24	3.11479834395242e-45	9.43878576176985e-20
chr13	20569173	20569707	OD_hyper	OD_hyper	535	6	79.3716695345259	0.6881	0.9504	0.7753	0.9592	0.7063	0.929	1.82317799929881e-58	3.11337672015121e-62	1.00256476624965e-114
chr8	80750130	80750890	OD_hyper	OD_hyper	761	4	79.366777144241	0.5638	0.9606	0.6117	0.9619	0.6856	0.9218	1.08598323218918e-19	2.12739102046157e-101	1.09794782160318e-11
chr4	165635174	165636240	OD_hyper	OD_hyper	1067	5	79.3578605274608	0.6792	0.9092	0.5529	0.9292	0.7159	0.9069	9.70727622815566e-24	3.59352799388613e-40	5.247554571978e-50
chr13	48838226	48839651	OD_hyper	OD_hyper	1426	7	79.3485846273275	0.6025	0.8975	0.7104	0.913	0.497	0.9138	7.94796729784473e-09	1.25341148128575e-31	1.66899345174545e-50
chr17	6417815	6418437	OD_hyper	OD_hyper	623	4	79.3369219832759	0.4427	0.9124	0.4285	0.8915	0.4129	0.88	4.35631079157531e-35	4.72311571506184e-74	2.2845851916508e-191
chr1	112285154	112286877	OD_hyper	OD_hyper	1724	6	79.3284767069355	0.6115	0.9104	0.6108	0.9434	0.6781	0.8694	7.56845804439957e-17	2.88147567221412e-77	1.50291207821688e-44
chr2	151682217	151682507	OD_hyper	OD_hyper	291	4	79.3159324365574	0.5052	0.9203	0.4249	0.9272	0.4765	0.6903	1.79277580946224e-28	6.1968879878177e-69	4.13239195521836e-10
chr3	196800032	196800371	OD_hyper	OD_hyper	340	5	79.3032473327798	0.5364	0.9685	0.6768	0.9526	0.5545	0.9549	1.0486489743753e-17	1.47391837802374e-36	7.31206120063787e-47
chr18	42398776	42399135	OD_hyper	OD_hyper	360	4	79.2903598823324	0.5092	0.9503	0.4193	0.9452	0.4275	0.9641	4.3850631233074e-51	9.68252986309803e-39	3.1018149033548e-172
chr6	38351424	38351820	OD_hyper	OD_hyper	397	6	79.2822852795201	0.6712	0.959	0.7726	0.9302	0.5329	0.9006	4.81896369654338e-09	3.12015746213404e-54	1.65005314467506e-28
chr7	132345054	132345688	OD_hyper	OD_hyper	635	5	79.2761234668342	0.6531	0.946	0.5464	0.9373	0.6164	0.9444	1.38891682678194e-15	4.71332134926466e-27	5.91731697079835e-54
chr7	25498457	25498640	OD_hyper	OD_hyper	184	6	79.2756469696672	0.7093	0.9323	0.7404	0.9353	0.3773	0.9061	3.09183778574227e-14	1.34352338121807e-38	2.09732868494384e-69
chr17	11706060	11707013	OD_hyper	OD_hyper	954	9	79.2724760687146	0.647	0.886	0.7099	0.9373	0.5714	0.8561	1.73195993499357e-09	2.91997246695392e-24	6.88176858909287e-72
chr6	128733715	128734905	OD_hyper	OD_hyper	1191	9	79.2694120871264	0.6859	0.8535	0.7037	0.8783	0.6622	0.8515	3.81651200782698e-07	4.88961384469398e-20	2.31108251125157e-42
chr12	13251654	13252530	OD_hyper	OD_hyper	877	7	79.256624822138	0.5364	0.8088	0.4543	0.758	0.5988	0.777	2.3694694216748e-09	6.26196872744354e-36	5.06403725101819e-16
chr12	112797126	112797557	OD_hyper	OD_hyper	432	6	79.2443485462587	0.6841	0.95	0.7056	0.9608	0.3392	0.8759	1.3597659166223e-13	5.43635817848567e-72	1.83208028306323e-53
chr3	21200164	21201216	OD_hyper	OD_hyper	1053	5	79.2436583868632	0.4258	0.7913	0.381	0.727	0.1406	0.5716	2.16821082408796e-47	7.13954533742954e-82	8.38250196561961e-112
chr1	14028753	14029392	OD_hyper	OD_hyper	640	7	79.2385504487473	0.6933	0.8831	0.7546	0.9185	0.4448	0.8937	1.12214134207688e-33	5.08449924279984e-56	2.26671178654557e-192
chr15	91283397	91286113	OD_hyper	OD_hyper	2717	8	79.2364223731013	0.7451	0.9137	0.7008	0.9102	0.6911	0.8467	1.0496786029242e-17	1.47368728839704e-38	1.07073058317968e-18
chr4	16685747	16687345	OD_hyper	OD_hyper	1599	9	79.221044843161	0.6288	0.7952	0.623	0.9098	0.7194	0.8897	4.97800568737622e-131	8.95142903285651e-21	1.0121584271492e-59
chr18	61041570	61042309	OD_hyper	OD_hyper	740	5	79.218069463438	0.6692	0.9417	0.5702	0.9474	0.64	0.8937	7.44473025514076e-21	1.6856257376203e-81	5.26415404475988e-44
chr12	51340931	51343355	OD_hyper	OD_hyper	2425	10	79.217204871535	0.6457	0.9086	0.7452	0.9006	0.7171	0.8985	4.41153983432573e-16	4.61700850341733e-73	7.95388619691609e-98
chr2	129252299	129253192	OD_hyper	OD_hyper	894	8	79.2056571777281	0.5154	0.7983	0.5773	0.8282	0.4781	0.686	4.86337771852862e-12	1.61356034763604e-35	2.12115681133262e-14
chr8	120058099	120059142	OD_hyper	OD_hyper	1044	6	79.1996228229777	0.6808	0.9188	0.5927	0.9418	0.4268	0.9217	1.80079174273354e-80	8.03213539774114e-58	3.05999443501006e-118
chr9	101205109	101207124	OD_hyper	OD_hyper	2016	6	79.1922352176503	0.4735	0.8037	0.4928	0.8352	0.6675	0.9071	2.09371918593329e-80	2.64009447305132e-52	1.25364887382466e-93
chr7	77666749	77667416	OD_hyper	OD_hyper	668	7	79.1914228961043	0.6322	0.881	0.6348	0.8777	0.575	0.7753	2.50689094963722e-58	8.36380752763849e-72	5.04716299612972e-23
chr9	122045341	122046437	OD_hyper	OD_hyper	1097	7	79.1752079635814	0.3637	0.8145	0.3591	0.6522	0.6544	0.8084	6.39617358735992e-09	4.83226861586128e-43	4.0232312328148e-10
chr16	66367429	66367861	OD_hyper	OD_hyper	433	5	79.1714258506908	0.5536	0.8502	0.4741	0.897	0.4437	0.9344	4.83660686758588e-17	3.03391171535529e-42	4.93486624738275e-52
chr2	146382077	146383327	OD_hyper	OD_hyper	1251	5	79.16890061386	0.5781	0.9251	0.6337	0.9168	0.44	0.7719	4.30942771159607e-23	1.44485608967106e-51	1.16479764819654e-35
chr2	234136966	234138168	OD_hyper	OD_hyper	1203	7	79.159187187492	0.6891	0.8595	0.639	0.8996	0.6575	0.9311	4.16691536620952e-15	2.49749648837621e-22	2.20005127349e-39
chr8	137014094	137015555	OD_hyper	OD_hyper	1462	7	79.1456181893452	0.6514	0.9053	0.5682	0.8506	0.4167	0.8318	4.23697294951086e-12	1.97823526610499e-82	3.85072513469184e-111
chr11	89148926	89150356	OD_hyper	OD_hyper	1431	6	79.125569253809	0.6262	0.9179	0.6545	0.9148	0.7243	0.9023	2.17884280188205e-13	2.17731200955957e-87	6.73627112737851e-20
chr1	35997820	35999103	OD_hyper	OD_hyper	1284	7	79.1067825692368	0.623	0.8875	0.6587	0.9267	0.4992	0.9127	2.57568605757462e-16	1.01159673685646e-83	2.06858622574895e-146
chr21	33544646	33546102	OD_hyper	OD_hyper	1457	5	79.1007290270023	0.4533	0.8062	0.5025	0.8754	0.6556	0.8945	1.22165529832265e-15	1.21550357922031e-60	1.5641719562314e-65
chr5	113743806	113745089	OD_hyper	OD_hyper	1284	7	79.089777749905	0.6861	0.9245	0.7509	0.9556	0.506	0.7782	7.64859279560168e-16	3.94899363307335e-43	1.12235107781755e-29
chr10	106677481	106678199	OD_hyper	OD_hyper	719	6	79.0874613672735	0.6714	0.9491	0.6855	0.9453	0.6508	0.8566	6.54594814142036e-24	6.61847384703603e-49	0.00017711620252556
chr18	44006276	44008026	OD_hyper	OD_hyper	1751	5	79.0741299519895	0.6253	0.9436	0.5105	0.9386	0.6382	0.8895	3.26799401452469e-18	1.22206328257161e-61	1.08223279258921e-27
chr1	77887443	77888057	OD_hyper	OD_hyper	615	4	79.0695508272623	0.4161	0.9437	0.4149	0.9061	0.496	0.9386	1.9391554299269e-16	3.86101862645275e-73	1.24894302130927e-166
chr14	51706237	51706542	OD_hyper	OD_hyper	306	4	79.0693088773821	0.2524	0.7242	0.2241	0.6659	0.4498	0.7781	5.7526275726288e-22	1.9678647128899e-52	2.35863706196831e-41
chr15	70699828	70700051	OD_hyper	OD_hyper	224	6	79.0689205897552	0.2013	0.5076	0.2167	0.5971	0.321	0.6094	1.04347874840916e-24	3.06185314629985e-15	2.64821373013679e-19
chr10	103760863	103762071	OD_hyper	OD_hyper	1209	5	79.0590336016428	0.4388	0.8263	0.5305	0.8522	0.4178	0.8161	1.88610991317091e-09	3.86876221911342e-33	5.02162640036684e-54
