Category	Term	chr	str	end	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD
interaction	CGD_OliG2_hypo	chr7	4278675	4279008	334	4	19.7739859880523	0.9508	0.9379	0.9092	0.6417	0.9294	0.9371
interaction	CGD_OliG2_hypo	chr14	95671499	95672307	809	5	19.7726569801009	0.9566	0.8511	0.9524	0.6965	0.9385	0.8027
interaction	CGD_OliG2_hypo	chr1	95649193	95649308	116	4	19.7638724995849	0.9534	0.892	0.9474	0.6185	0.9493	0.9257
interaction	CGD_OliG2_hypo	chr15	69125838	69126077	240	5	19.7611212064315	0.9006	0.8049	0.9376	0.6165	0.9053	0.837
interaction	CGD_OliG2_hypo	chr16	15743009	15743206	198	4	19.757324497778	0.8735	0.6791	0.9282	0.4983	0.8809	0.684
interaction	CGD_OliG2_hypo	chr3	78470713	78470891	179	4	19.7547934823215	0.9406	0.8809	0.9642	0.7668	0.9362	0.8308
interaction	CGD_OliG2_hypo	chr12	117156542	117156839	298	4	19.7201710627615	0.3716	0.3631	0.4004	0.205	0.4117	0.3362
interaction	CGD_OliG2_hypo	chr6	9135172	9135424	253	4	19.6770678028134	0.9601	0.7371	0.9552	0.3416	0.9251	0.7299
interaction	CGD_OliG2_hypo	chr3	71895597	71895704	108	4	19.6614821708302	0.9512	0.934	0.9514	0.6913	0.9641	0.9503
interaction	CGD_OliG2_hypo	chr8	119206018	119206491	474	5	19.6585411291123	0.9506	0.9326	0.9513	0.7909	0.9206	0.9129
interaction	CGD_OliG2_hypo	chr3	152369640	152370247	608	4	19.647297418875	0.9529	0.7933	0.9502	0.479	0.9694	0.9627
interaction	CGD_OliG2_hypo	chr9	132213987	132214484	498	5	19.6450516735476	0.6799	0.4622	0.5969	0.2666	0.6306	0.5884
interaction	CGD_OliG2_hypo	chr16	49920191	49920420	230	4	19.6446470715303	0.9485	0.8527	0.9164	0.4762	0.8613	0.9325
interaction	CGD_OliG2_hypo	chr17	68727132	68727652	521	4	19.6412965937442	0.8882	0.7619	0.7886	0.4912	0.9508	0.8721
interaction	CGD_OliG2_hypo	chr1	197191550	197191647	98	4	19.6300910649473	0.9205	0.8245	0.8981	0.4522	0.9651	0.968
interaction	CGD_OliG2_hypo	chr3	192452403	192452595	193	4	19.6299985591024	0.9559	0.8512	0.931	0.6088	0.9652	0.9509
interaction	CGD_OliG2_hypo	chr10	1505683	1505860	178	5	19.6257517031086	0.7641	0.3511	0.8017	0.1897	0.8227	0.4245
interaction	CGD_OliG2_hypo	chr20	15487721	15489440	1720	5	19.619572298665	0.8861	0.7869	0.8817	0.6861	0.8622	0.9082
interaction	CGD_OliG2_hypo	chr12	301920	302048	129	4	19.6096453652184	0.9217	0.8796	0.7246	0.3019	0.859	0.8248
interaction	CGD_OliG2_hypo	chr8	9422351	9422588	238	4	19.6034162441482	0.9195	0.7572	0.9034	0.4997	0.9444	0.7935
interaction	CGD_OliG2_hypo	chr17	69677756	69678036	281	4	19.6028938060093	0.9357	0.7816	0.9659	0.5691	0.9658	0.965
interaction	CGD_OliG2_hypo	chr12	119074173	119074675	503	4	19.5982683194949	0.8285	0.5711	0.8942	0.4647	0.829	0.5602
interaction	CGD_OliG2_hypo	chr12	69485428	69485743	316	5	19.5939987305881	0.9336	0.6966	0.8676	0.4145	0.9323	0.634
interaction	CGD_OliG2_hypo	chr16	14107143	14107714	572	5	19.5927861363493	0.4815	0.3682	0.5935	0.2149	0.8185	0.8386
interaction	CGD_OliG2_hypo	chr7	68587917	68588084	168	4	19.5924105368299	0.8123	0.376	0.837	0.1248	0.7683	0.9254
interaction	CGD_OliG2_hypo	chr10	117959418	117960399	982	4	19.585630375793	0.9209	0.8457	0.935	0.613	0.9575	0.9569
interaction	CGD_OliG2_hypo	chr3	25558975	25559359	385	4	19.5813618856058	0.8936	0.7723	0.9378	0.5853	0.9002	0.9517
interaction	CGD_OliG2_hypo	chr16	24018817	24019021	205	5	19.5763637710305	0.7946	0.6802	0.8392	0.5209	0.9297	0.7938
interaction	CGD_OliG2_hypo	chr10	7231562	7231691	130	4	19.571947873782	0.9535	0.8207	0.97	0.5378	0.9757	0.9796
interaction	CGD_OliG2_hypo	chr6	163395839	163396264	426	4	19.5461598057471	0.8786	0.6546	0.7426	0.2736	0.9496	0.8944
interaction	CGD_OliG2_hypo	chr13	30567413	30567571	159	4	19.5322832329883	0.9165	0.7473	0.8725	0.3625	0.9154	0.8418
interaction	CGD_OliG2_hypo	chr3	38583389	38584642	1254	5	19.5170782330777	0.8752	0.5997	0.8823	0.4582	0.8962	0.7546
interaction	CGD_OliG2_hypo	chr10	126428818	126429017	200	5	19.4739810738168	0.7306	0.6612	0.8079	0.5417	0.7517	0.6995
interaction	CGD_OliG2_hypo	chr2	139470915	139471360	446	4	19.4712046279577	0.8413	0.6155	0.8532	0.2033	0.8743	0.8761
interaction	CGD_OliG2_hypo	chr6	1832979	1833199	221	5	19.4644301476392	0.8793	0.3716	0.8965	0.1298	0.934	0.6581
interaction	CGD_OliG2_hypo	chr1	176606920	176607777	858	6	19.4644178442992	0.8032	0.742	0.7327	0.4679	0.8496	0.7212
interaction	CGD_OliG2_hypo	chr5	173941883	173942348	466	4	19.4592149382786	0.8633	0.5683	0.8688	0.2833	0.8605	0.4748
interaction	CGD_OliG2_hypo	chr6	510604	511112	509	4	19.4539308883954	0.9517	0.7431	0.9644	0.569	0.9522	0.8592
interaction	CGD_OliG2_hypo	chr9	131667595	131667678	84	4	19.4215713717769	0.923	0.5724	0.929	0.2535	0.9158	0.5709
interaction	CGD_OliG2_hypo	chr10	2336861	2337066	206	5	19.4213705849263	0.8079	0.5859	0.7461	0.3489	0.8646	0.6455
interaction	CGD_OliG2_hypo	chr6	144499863	144499999	137	4	19.4139606086661	0.9536	0.8948	0.7846	0.5407	0.9497	0.867
interaction	CGD_OliG2_hypo	chr2	139991673	139992336	664	4	19.4135349549676	0.8372	0.5736	0.8659	0.3849	0.8557	0.6206
interaction	CGD_OliG2_hypo	chr14	42065682	42065903	222	4	19.4115965520045	0.9394	0.6406	0.9297	0.3963	0.9844	0.9095
interaction	CGD_OliG2_hypo	chr10	8355331	8355542	212	4	19.4097865471011	0.8899	0.5092	0.8964	0.2165	0.9163	0.8792
interaction	CGD_OliG2_hypo	chr3	54346182	54346451	270	4	19.3923881475997	0.425	0.497	0.4283	0.2249	0.4039	0.3837
interaction	CGD_OliG2_hypo	chr5	7483758	7484298	541	4	19.3686571660359	0.8905	0.8636	0.918	0.661	0.9262	0.922
interaction	CGD_OliG2_hypo	chr1	55731834	55731893	60	5	19.3489007119712	0.5395	0.6759	0.4263	0.2799	0.9606	0.9696
interaction	CGD_OliG2_hypo	chr10	80475487	80476116	630	4	19.3425280938642	0.846	0.9015	0.8926	0.7363	0.9508	0.9504
interaction	CGD_OliG2_hypo	chr15	88323810	88324688	879	5	19.3397904077011	0.9553	0.9042	0.9389	0.7836	0.953	0.9153
interaction	CGD_OliG2_hypo	chr3	187887815	187888015	201	5	19.3393756428972	0.6844	0.3032	0.7637	0.1598	0.8266	0.8265
interaction	CGD_OliG2_hypo	chr5	173641785	173642322	538	4	19.336297183392	0.8937	0.6887	0.8852	0.3635	0.9643	0.9539
interaction	CGD_OliG2_hypo	chr15	98345880	98346203	324	5	19.3280485753636	0.9028	0.6578	0.925	0.48	0.8946	0.7343
interaction	CGD_OliG2_hypo	chr14	97198324	97198525	202	4	19.3223198688306	0.9559	0.9191	0.955	0.7059	0.9518	0.9606
interaction	CGD_OliG2_hypo	chr3	81682014	81682328	315	4	19.3178570022694	0.9491	0.6509	0.9665	0.4932	0.9337	0.7455
interaction	CGD_OliG2_hypo	chr9	71820681	71821187	507	4	19.3167493568199	0.9177	0.587	0.9352	0.2821	0.8993	0.6891
interaction	CGD_OliG2_hypo	chr7	95632434	95632677	244	4	19.3073382936054	0.9509	0.528	0.9646	0.2479	0.9546	0.8761
interaction	CGD_OliG2_hypo	chr12	4550432	4550494	63	4	19.2977975003827	0.8928	0.7552	0.7074	0.2132	0.7009	0.823
interaction	CGD_OliG2_hypo	chr5	96225234	96225856	623	5	19.2808527550093	0.9223	0.6678	0.8398	0.3101	0.917	0.8932
interaction	CGD_OliG2_hypo	chr5	158103954	158104091	138	4	19.2801976873425	0.9374	0.7538	0.9376	0.4735	0.9714	0.7477
interaction	CGD_OliG2_hypo	chr3	152652735	152652978	244	4	19.2376041025608	0.945	0.8868	0.9508	0.6777	0.9116	0.8282
interaction	CGD_OliG2_hypo	chr10	24289748	24290265	518	4	19.2359322976518	0.8611	0.7294	0.8239	0.4213	0.9347	0.9265
interaction	CGD_OliG2_hypo	chr2	59155607	59155744	138	4	19.2223834422103	0.5856	0.3834	0.6734	0.2149	0.7304	0.4482
interaction	CGD_OliG2_hypo	chr10	117815101	117815162	62	5	19.2128757407413	0.9231	0.9054	0.8647	0.627	0.9133	0.944
interaction	CGD_OliG2_hypo	chr7	2950762	2950943	182	5	19.2056461671097	0.9383	0.8244	0.9241	0.5068	0.7798	0.8974
interaction	CGD_OliG2_hypo	chr10	23493074	23493190	117	6	19.1900457543972	0.7605	0.4676	0.731	0.2404	0.5357	0.4362
interaction	CGD_OliG2_hypo	chr12	6578917	6579093	177	5	19.1587852852417	0.483	0.2188	0.4374	0.0494	0.4328	0.5846
interaction	CGD_OliG2_hypo	chr11	96056585	96056946	362	4	19.1537730163168	0.9115	0.7579	0.9362	0.5418	0.972	0.9304
interaction	CGD_OliG2_hypo	chr11	128567750	128568235	486	4	19.1528633881021	0.9558	0.9029	0.9296	0.6315	0.8642	0.7763
interaction	CGD_OliG2_hypo	chr1	217591955	217592088	134	5	19.1525336714905	0.9442	0.8664	0.9372	0.6255	0.8574	0.8526
interaction	CGD_OliG2_hypo	chr3	37337462	37337612	151	4	19.1519049777315	0.8865	0.929	0.9466	0.7333	0.8888	0.942
interaction	CGD_OliG2_hypo	chr4	27447242	27447933	692	4	19.1503725757655	0.9284	0.801	0.8808	0.5663	0.8583	0.704
interaction	CGD_OliG2_hypo	chr9	107596821	107596954	134	4	19.1359398605753	0.9665	0.8694	0.9175	0.5887	0.9186	0.8134
interaction	CGD_OliG2_hypo	chr4	137658849	137659734	886	4	19.1210439991962	0.9582	0.9253	0.9478	0.7559	0.9692	0.9114
interaction	CGD_OliG2_hypo	chr12	119195122	119196730	1609	5	19.1181936359184	0.8263	0.7128	0.8308	0.5788	0.9363	0.9345
interaction	CGD_OliG2_hypo	chr1	8834664	8835112	449	4	19.1112257074428	0.9487	0.8103	0.953	0.451	0.9558	0.868
interaction	CGD_OliG2_hypo	chr13	31832929	31833790	862	4	19.1107450772885	0.8834	0.8428	0.8567	0.606	0.8678	0.9573
interaction	CGD_OliG2_hypo	chr5	180079315	180079408	94	4	19.108470569601	0.8698	0.6863	0.7343	0.1902	0.9289	0.8112
interaction	CGD_OliG2_hypo	chr17	11776422	11776926	505	5	19.1050073172113	0.8823	0.6683	0.8494	0.4857	0.8963	0.7824
interaction	CGD_OliG2_hypo	chr6	156210522	156210900	379	4	19.0800397513564	0.8886	0.6366	0.845	0.3301	0.7091	0.8792
interaction	CGD_OliG2_hypo	chr17	14520049	14520413	365	4	19.0681193095011	0.8979	0.889	0.8634	0.5749	0.9134	0.8879
interaction	CGD_OliG2_hypo	chr2	54894541	54894627	87	4	19.054947930909	0.7832	0.6074	0.8265	0.436	0.8863	0.9152
interaction	CGD_OliG2_hypo	chr6	88976378	88976478	101	4	19.0487810884105	0.9237	0.6543	0.8616	0.3071	0.9328	0.7774
interaction	CGD_OliG2_hypo	chr7	80665509	80665625	117	4	19.0442916853627	0.8827	0.6361	0.8771	0.4053	0.9568	0.7484
interaction	CGD_OliG2_hypo	chr1	28628470	28628690	221	4	19.0393880693091	0.7731	0.4128	0.8158	0.2027	0.9255	0.6922
interaction	CGD_OliG2_hypo	chr9	127030969	127031090	122	5	19.0190591118739	0.8475	0.5278	0.9198	0.3756	0.8996	0.7381
interaction	CGD_OliG2_hypo	chr8	102731828	102731991	164	4	19.0121928623904	0.9222	0.828	0.895	0.6018	0.9247	0.8387
interaction	CGD_OliG2_hypo	chr2	242238387	242238450	64	4	19.0120971865819	0.9265	0.5193	0.9164	0.2437	0.9744	0.9799
interaction	CGD_OliG2_hypo	chr13	22371190	22371633	444	4	18.9834346701598	0.9382	0.6634	0.9199	0.4028	0.9461	0.8565
interaction	CGD_OliG2_hypo	chr3	168427056	168427220	165	4	18.9799432217504	0.7688	0.4081	0.8581	0.2663	0.8531	0.5082
interaction	CGD_OliG2_hypo	chr4	100789253	100789322	70	4	18.9683512051725	0.8737	0.6243	0.8617	0.3262	0.9519	0.8835
interaction	CGD_OliG2_hypo	chr8	23271718	23272077	360	4	18.9604758568177	0.9399	0.7111	0.95	0.4908	0.9332	0.6468
interaction	CGD_OliG2_hypo	chr11	128689780	128690197	418	4	18.9586329726119	0.9169	0.8911	0.913	0.7103	0.9596	0.9162
interaction	CGD_OliG2_hypo	chr7	94560561	94560959	399	4	18.9547842298773	0.9115	0.8758	0.931	0.6917	0.9691	0.9612
interaction	CGD_OliG2_hypo	chr19	31561560	31561782	223	6	18.951679957794	0.9148	0.46	0.9292	0.2956	0.8925	0.5056
interaction	CGD_OliG2_hypo	chr19	41837338	41837431	94	6	18.9118680897507	0.8752	0.8988	0.8897	0.708	0.8742	0.8498
interaction	CGD_OliG2_hypo	chr6	166353556	166353786	231	4	18.89516033842	0.7979	0.7528	0.6694	0.387	0.6653	0.7267
interaction	CGD_OliG2_hypo	chr19	44489276	44489373	98	5	18.8698987159864	0.8806	0.7655	0.833	0.4571	0.921	0.912
interaction	CGD_OliG2_hypo	chr6	133319020	133319124	105	4	18.8678475372193	0.9643	0.8507	0.965	0.586	0.9556	0.9733
interaction	CGD_OliG2_hypo	chr10	132880414	132881712	1299	4	18.8655168398277	0.8283	0.7307	0.6952	0.3246	0.9033	0.8893
interaction	CGD_OliG2_hypo	chr18	77494170	77494251	82	5	18.8471283971108	0.8617	0.4801	0.6062	0.0522	0.9595	0.9438
interaction	CGD_OliG2_hypo	chr14	37314817	37315105	289	4	18.8288425991315	0.9526	0.7862	0.934	0.4736	0.9711	0.7355
interaction	CGD_OliG2_hypo	chr13	99607513	99607700	188	4	18.8252990033162	0.9515	0.9494	0.9595	0.7191	0.9024	0.854
interaction	CGD_OliG2_hypo	chr10	106090171	106090293	123	5	18.7808947840804	0.6677	0.4005	0.745	0.202	0.8749	0.7326
interaction	CGD_OliG2_hypo	chr19	32079557	32079792	236	4	18.7749814357614	0.9684	0.8712	0.9475	0.693	0.9643	0.8119
interaction	CGD_OliG2_hypo	chr2	192377168	192377325	158	4	18.7715948198087	0.9388	0.682	0.8907	0.2571	0.8931	0.4715
interaction	CGD_OliG2_hypo	chr2	236665999	236666510	512	4	18.7558999895539	0.8926	0.5634	0.9113	0.3685	0.9706	0.9122
interaction	CGD_OliG2_hypo	chr1	237130518	237130938	421	4	18.7180652593267	0.9257	0.5831	0.8958	0.2421	0.9595	0.8666
interaction	CGD_OliG2_hypo	chr2	202355150	202355515	366	6	18.7129873823241	0.8883	0.6804	0.5426	0.0939	0.7641	0.6746
interaction	CGD_OliG2_hypo	chr13	108300508	108300849	342	4	18.7096778269853	0.9262	0.8946	0.9327	0.7077	0.9683	0.916
interaction	CGD_OliG2_hypo	chr11	63475254	63475339	86	5	18.7061344817346	0.8711	0.7958	0.826	0.5369	0.9605	0.9536
interaction	CGD_OliG2_hypo	chr6	7086918	7087030	113	4	18.7040928355652	0.9104	0.4998	0.9407	0.2496	0.941	0.6466
interaction	CGD_OliG2_hypo	chr5	6767170	6767431	262	4	18.7017454856049	0.9101	0.8076	0.8661	0.3929	0.8114	0.8308
interaction	CGD_OliG2_hypo	chr7	50925317	50926075	759	4	18.6954684292554	0.9435	0.6639	0.9316	0.3578	0.9529	0.7951
interaction	CGD_OliG2_hypo	chr10	13923692	13923751	60	5	18.6722025991608	0.9079	0.5644	0.8959	0.2955	0.9003	0.5566
interaction	CGD_OliG2_hypo	chr18	22657206	22657285	80	4	18.6712686154596	0.9387	0.7082	0.9174	0.3702	0.9621	0.9515
interaction	CGD_OliG2_hypo	chr8	100880656	100881149	494	4	18.6675730717265	0.7657	0.7935	0.8414	0.6255	0.8614	0.8997
interaction	CGD_OliG2_hypo	chr19	18105242	18105445	204	4	18.6667316825095	0.9209	0.9232	0.9565	0.712	0.9212	0.9658
interaction	CGD_OliG2_hypo	chr6	163731815	163731888	74	4	18.6554842508246	0.9565	0.9187	0.9683	0.675	0.9582	0.8777
interaction	CGD_OliG2_hypo	chr8	28200930	28201016	87	4	18.6535157920079	0.8295	0.8375	0.7857	0.5544	0.9333	0.9181
interaction	CGD_OliG2_hypo	chr3	189735396	189736704	1309	5	18.6515468518289	0.9055	0.6694	0.8831	0.457	0.95	0.8114
interaction	CGD_OliG2_hypo	chr17	78431000	78431056	57	4	18.6460566759985	0.4733	0.4987	0.5191	0.2151	0.4471	0.5382
interaction	CGD_OliG2_hypo	chr3	182333825	182333970	146	4	18.6269468866397	0.9442	0.7834	0.9389	0.5881	0.8961	0.7005
interaction	CGD_OliG2_hypo	chr14	37458907	37458972	66	4	18.6261655933225	0.9383	0.8365	0.9487	0.5723	0.9585	0.8961
interaction	CGD_OliG2_hypo	chr10	71214166	71214266	101	4	18.6198263937527	0.9639	0.9004	0.9415	0.666	0.9727	0.887
interaction	CGD_OliG2_hypo	chr20	18558794	18559582	789	4	18.6188184426498	0.8293	0.8413	0.8288	0.6453	0.8232	0.7824
interaction	CGD_OliG2_hypo	chr13	73974073	73974267	195	4	18.6176041694611	0.9256	0.6349	0.9362	0.4021	0.9535	0.77
interaction	CGD_OliG2_hypo	chr12	114140537	114140773	237	4	18.6044969573442	0.937	0.6487	0.9031	0.2823	0.9692	0.832
interaction	CGD_OliG2_hypo	chr4	110910970	110911124	155	4	18.6016061873009	0.9578	0.8479	0.9364	0.6056	0.8833	0.7359
interaction	CGD_OliG2_hypo	chr3	25359730	25360013	284	4	18.6004868301366	0.9639	0.7488	0.956	0.5339	0.9773	0.9229
interaction	CGD_OliG2_hypo	chr4	175301953	175303360	1408	4	18.5887443723762	0.9507	0.8642	0.9336	0.6924	0.9668	0.9106
interaction	CGD_OliG2_hypo	chr20	24675688	24676065	378	4	18.5583962311048	0.9069	0.654	0.9014	0.2455	0.9576	0.8821
interaction	CGD_OliG2_hypo	chr8	26213776	26214383	608	5	18.5506396640442	0.7108	0.3688	0.6867	0.1562	0.9069	0.6256
interaction	CGD_OliG2_hypo	chr12	83095494	83095920	427	4	18.5470566188141	0.9534	0.8898	0.9422	0.7104	0.9547	0.9096
interaction	CGD_OliG2_hypo	chr5	98127286	98127933	648	4	18.5395959239223	0.7483	0.6284	0.7819	0.4878	0.8297	0.6856
interaction	CGD_OliG2_hypo	chr12	93602708	93603581	874	4	18.5366638740961	0.817	0.8207	0.9207	0.7116	0.9102	0.9207
interaction	CGD_OliG2_hypo	chr2	121985686	121985847	162	4	18.5333404660399	0.957	0.68	0.9393	0.455	0.9322	0.6629
interaction	CGD_OliG2_hypo	chr2	60525285	60525438	154	4	18.5269118859469	0.8247	0.4598	0.8582	0.2226	0.5665	0.5413
interaction	CGD_OliG2_hypo	chr22	30403131	30403307	177	4	18.5253100515455	0.9288	0.6952	0.9347	0.4117	0.9448	0.615
interaction	CGD_OliG2_hypo	chr17	26378604	26378678	75	5	18.5246259125163	0.9363	0.7929	0.941	0.6163	0.9478	0.9462
interaction	CGD_OliG2_hypo	chr12	59056523	59056671	149	5	18.5224492599636	0.9406	0.9491	0.9085	0.726	0.8731	0.8961
interaction	CGD_OliG2_hypo	chr3	37807164	37807618	455	4	18.5201209758471	0.8735	0.7831	0.9022	0.5951	0.7292	0.7731
interaction	CGD_OliG2_hypo	chr18	13588753	13588966	214	4	18.519780634458	0.9472	0.6743	0.9674	0.4505	0.9616	0.9625
interaction	CGD_OliG2_hypo	chr6	148359245	148359637	393	5	18.4967264966191	0.7677	0.5861	0.7995	0.4716	0.7833	0.759
interaction	CGD_OliG2_hypo	chr11	122981552	122982134	583	4	18.4808322497102	0.9074	0.8301	0.8624	0.5897	0.946	0.9266
interaction	CGD_OliG2_hypo	chr7	98581800	98581919	120	6	18.4684373664686	0.874	0.6936	0.8502	0.4953	0.7946	0.6778
interaction	CGD_OliG2_hypo	chr16	28267547	28267784	238	4	18.4620372878571	0.9505	0.8324	0.9575	0.4891	0.98	0.9206
interaction	CGD_OliG2_hypo	chr4	10975165	10975353	189	4	18.4569539602003	0.9571	0.5719	0.9535	0.1901	0.9631	0.9236
interaction	CGD_OliG2_hypo	chr14	39204386	39204476	91	5	18.4259005821592	0.6444	0.6008	0.7485	0.4676	0.8406	0.7224
interaction	CGD_OliG2_hypo	chr20	11903640	11903726	87	5	18.4223944032423	0.8343	0.828	0.9045	0.6618	0.8363	0.7985
interaction	CGD_OliG2_hypo	chr13	113023364	113023643	280	4	18.4159480495169	0.935	0.8889	0.9358	0.6543	0.9381	0.917
interaction	CGD_OliG2_hypo	chr11	60526466	60526689	224	4	18.4135439133611	0.9501	0.6144	0.9424	0.2945	0.8976	0.7709
interaction	CGD_OliG2_hypo	chr8	88168633	88168761	129	4	18.4053036990855	0.9637	0.9611	0.7586	0.4386	0.8042	0.8483
interaction	CGD_OliG2_hypo	chr10	27858995	27859098	104	4	18.3941238354247	0.9552	0.8681	0.9452	0.6191	0.9534	0.9378
interaction	CGD_OliG2_hypo	chr6	43335619	43335694	76	5	18.3879378400564	0.7765	0.8399	0.5876	0.4575	0.9064	0.9378
interaction	CGD_OliG2_hypo	chr2	105143243	105143419	177	4	18.3730085047022	0.9614	0.9297	0.948	0.6884	0.9611	0.9163
interaction	CGD_OliG2_hypo	chr2	28515335	28515960	626	5	18.370203696926	0.9519	0.7075	0.9359	0.4431	0.9355	0.7916
interaction	CGD_OliG2_hypo	chr14	75709004	75709058	55	4	18.3609895770073	0.8512	0.4822	0.8638	0.2192	0.8245	0.5047
interaction	CGD_OliG2_hypo	chr7	95224287	95224612	326	5	18.3273634549052	0.9345	0.6718	0.9593	0.5003	0.9449	0.7913
interaction	CGD_OliG2_hypo	chr10	78546793	78547945	1153	4	18.3237683169427	0.9244	0.7623	0.9156	0.43	0.9507	0.7483
interaction	CGD_OliG2_hypo	chr1	244482877	244483058	182	4	18.290778210976	0.9272	0.4693	0.9294	0.2489	0.9523	0.8426
interaction	CGD_OliG2_hypo	chr6	28919900	28920171	272	4	18.2838727782413	0.8474	0.5719	0.9524	0.3908	0.9454	0.9233
interaction	CGD_OliG2_hypo	chr15	62766966	62767308	343	4	18.2735093084392	0.824	0.3682	0.8062	0.1088	0.8508	0.6291
interaction	CGD_OliG2_hypo	chr3	3410041	3410383	343	4	18.2664927734897	0.8924	0.7399	0.9048	0.4256	0.931	0.9142
interaction	CGD_OliG2_hypo	chr3	157541337	157541748	412	4	18.2604341252928	0.9249	0.8724	0.9089	0.6827	0.9613	0.9374
interaction	CGD_OliG2_hypo	chr14	22947059	22947427	369	4	18.2375618800213	0.7644	0.7334	0.713	0.4908	0.8129	0.8349
interaction	CGD_OliG2_hypo	chr12	116255199	116255463	265	5	18.2306044110009	0.951	0.7324	0.9423	0.5025	0.9551	0.8363
interaction	CGD_OliG2_hypo	chr4	87347062	87347244	183	4	18.2289886071772	0.9525	0.7939	0.9535	0.5195	0.7394	0.9104
interaction	CGD_OliG2_hypo	chr7	33829990	33830783	794	5	18.2243933598722	0.9354	0.5414	0.9425	0.365	0.963	0.5746
interaction	CGD_OliG2_hypo	chr10	5952201	5952489	289	5	18.2082098564028	0.8766	0.5965	0.6714	0.2317	0.8487	0.5507
interaction	CGD_OliG2_hypo	chr15	52580656	52580873	218	4	18.1930878560627	0.8745	0.4917	0.8776	0.2897	0.9295	0.9098
interaction	CGD_OliG2_hypo	chr20	58422501	58423527	1027	4	18.1907339247903	0.8242	0.6061	0.8616	0.4893	0.8898	0.7406
interaction	CGD_OliG2_hypo	chr20	36173471	36173625	155	4	18.1820784244568	0.9592	0.7992	0.9647	0.5593	0.961	0.8159
interaction	CGD_OliG2_hypo	chr7	139473002	139473234	233	5	18.1755562742723	0.9499	0.6692	0.9442	0.4398	0.9765	0.7341
interaction	CGD_OliG2_hypo	chr2	113896277	113896329	53	4	18.1751079292854	0.4424	0.1851	0.5207	0.059	0.4126	0.3368
interaction	CGD_OliG2_hypo	chr11	123559655	123559829	175	4	18.169957244488	0.8285	0.9051	0.8261	0.7038	0.8698	0.8965
interaction	CGD_OliG2_hypo	chr11	92753930	92754411	482	4	18.1683454387467	0.381	0.2934	0.4307	0.1489	0.4851	0.3068
interaction	CGD_OliG2_hypo	chr12	125835047	125835325	279	4	18.1664886996639	0.577	0.366	0.6408	0.1057	0.7503	0.6196
interaction	CGD_OliG2_hypo	chr16	79240567	79240909	343	4	18.154692851543	0.8015	0.4649	0.9157	0.2697	0.9472	0.9253
interaction	CGD_OliG2_hypo	chr13	22471371	22471531	161	4	18.1484208408881	0.9219	0.7727	0.8613	0.4473	0.9304	0.8187
interaction	CGD_OliG2_hypo	chr9	14232037	14232195	159	4	18.1405545728177	0.921	0.6796	0.8842	0.3522	0.9426	0.7602
interaction	CGD_OliG2_hypo	chr15	75158240	75158607	368	4	18.1376529283131	0.7697	0.7345	0.8147	0.4254	0.8637	0.8154
interaction	CGD_OliG2_hypo	chr22	43698830	43699155	326	4	18.1094873801887	0.9548	0.8763	0.9133	0.4864	0.9531	0.8837
interaction	CGD_OliG2_hypo	chr14	36583398	36583642	245	4	18.1036799026394	0.7987	0.7058	0.8834	0.5601	0.8516	0.689
interaction	CGD_OliG2_hypo	chr3	105761540	105763409	1870	5	18.1016148564568	0.9394	0.7447	0.9433	0.5299	0.9524	0.8162
interaction	CGD_OliG2_hypo	chr4	638762	639880	1119	4	18.0814456195049	0.9392	0.9132	0.9415	0.7514	0.9172	0.842
interaction	CGD_OliG2_hypo	chr6	103531039	103532971	1933	4	18.070766928703	0.9603	0.9026	0.947	0.6996	0.8896	0.9228
interaction	CGD_OliG2_hypo	chr1	9371778	9372059	282	5	18.0452359593477	0.9305	0.4842	0.9089	0.2399	0.958	0.6875
interaction	CGD_OliG2_hypo	chr18	77191333	77191456	124	4	18.0367903215593	0.9054	0.6435	0.9049	0.5032	0.768	0.6447
interaction	CGD_OliG2_hypo	chr6	117246646	117246698	53	4	18.0118046989947	0.965	0.8982	0.9303	0.6585	0.9512	0.8123
interaction	CGD_OliG2_hypo	chr4	45637328	45638493	1166	4	18.0080253068579	0.8786	0.7885	0.8635	0.4656	0.8771	0.7245
interaction	CGD_OliG2_hypo	chr6	162688943	162689766	824	4	18.0028996516539	0.9564	0.7713	0.9552	0.4632	0.9185	0.725
interaction	CGD_OliG2_hypo	chr18	19588799	19588935	137	4	17.9909336430024	0.9478	0.7211	0.9377	0.4614	0.9576	0.9382
interaction	CGD_OliG2_hypo	chr16	7811762	7811910	149	5	17.9889285665401	0.925	0.9347	0.7669	0.4763	0.9642	0.9307
interaction	CGD_OliG2_hypo	chr5	58581428	58581933	506	4	17.9663165223528	0.844	0.7816	0.8897	0.5862	0.9479	0.9387
interaction	CGD_OliG2_hypo	chr5	39670521	39671875	1355	5	17.9612197051508	0.9015	0.6333	0.9061	0.531	0.9238	0.7837
interaction	CGD_OliG2_hypo	chr9	126274233	126274489	257	4	17.9489336896112	0.8803	0.6021	0.8792	0.2475	0.9371	0.8168
interaction	CGD_OliG2_hypo	chr7	111400612	111401202	591	4	17.9468640780026	0.8067	0.7344	0.7912	0.5457	0.7495	0.6535
interaction	CGD_OliG2_hypo	chr10	64385683	64386292	610	4	17.9423677908779	0.929	0.7593	0.9295	0.5108	0.9641	0.8323
