Category	Term	chr	str	end	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD
species	Human_specific_hypo	chr18	44753981	44755790	1810	8	-38.4730674445676	0.5503	0.4431	0.6883	0.5516	0.6681	0.6121
species	Human_specific_hypo	chr6	1170883	1171285	403	5	-38.4034910333296	0.6935	0.3531	0.8496	0.5959	0.9594	0.9271
species	Human_specific_hypo	chr8	20834957	20835081	125	4	-38.3638855665818	0.438	0.1895	0.7172	0.429	0.9174	0.7727
species	Human_specific_hypo	chr16	67807097	67807580	484	4	-38.3622658748124	0.6475	0.4221	0.937	0.9023	0.9104	0.8353
species	Human_specific_hypo	chr2	47573614	47574234	621	6	-38.3596012456792	0.6761	0.6738	0.8936	0.8256	0.9436	0.7582
species	Human_specific_hypo	chr6	106782439	106783557	1119	5	-38.3444606353529	0.676	0.4503	0.9279	0.9065	0.9282	0.8864
species	Human_specific_hypo	chr1	36665588	36666250	663	8	-38.329489592593	0.5315	0.3102	0.6716	0.4157	0.9439	0.8729
species	Human_specific_hypo	chr7	50786157	50786242	86	5	-38.3177139224955	0.5974	0.7349	0.8677	0.859	0.846	0.9404
species	Human_specific_hypo	chr11	23135176	23135519	344	4	-38.3128618375181	0.2667	0.1853	0.4632	0.5975	0.767	0.7917
species	Human_specific_hypo	chr22	41648284	41648571	288	6	-38.3010378917234	0.4873	0.8268	0.8589	0.9407	0.9316	0.9476
species	Human_specific_hypo	chr13	52418909	52419728	820	6	-38.276874284682	0.4793	0.3804	0.8689	0.7694	0.725	0.6215
species	Human_specific_hypo	chr16	56256563	56257174	612	5	-38.276854237437	0.4175	0.3597	0.6857	0.6353	0.8451	0.706
species	Human_specific_hypo	chr5	149898254	149898407	154	5	-38.272228756588	0.7562	0.4391	0.9286	0.7328	0.9586	0.8806
species	Human_specific_hypo	chr18	8947677	8948342	666	5	-38.2520387504418	0.4422	0.557	0.667	0.9524	0.6965	0.8132
species	Human_specific_hypo	chr20	56656841	56657433	593	5	-38.240390214955	0.588	0.7128	0.8028	0.8332	0.846	0.8888
species	Human_specific_hypo	chr16	84208741	84209229	489	7	-38.2232712799389	0.6049	0.3575	0.922	0.511	0.9534	0.9059
species	Human_specific_hypo	chr15	86607389	86608868	1480	9	-38.2187497991392	0.635	0.3993	0.827	0.5567	0.9411	0.9056
species	Human_specific_hypo	chr6	42515942	42516979	1038	6	-38.1323138569707	0.2446	0.2551	0.4911	0.4784	0.9288	0.9092
species	Human_specific_hypo	chr5	136844	137219	376	5	-38.121865420272	0.7852	0.6316	0.9226	0.896	0.9593	0.8491
species	Human_specific_hypo	chr3	87215010	87217141	2132	6	-38.0975530444574	0.186	0.1894	0.3506	0.4341	0.6248	0.7358
species	Human_specific_hypo	chr1	230049472	230049867	396	4	-38.0959371457816	0.7138	0.5003	0.8848	0.7649	0.9706	0.8767
species	Human_specific_hypo	chr5	75325626	75326541	916	7	-38.0931280809491	0.7928	0.1078	0.9456	0.2577	0.9293	0.6598
species	Human_specific_hypo	chr1	62649158	62649590	433	4	-38.0685512444301	0.8175	0.5404	0.9589	0.9395	0.9548	0.8686
species	Human_specific_hypo	chr16	66915258	66915686	429	5	-38.0681478348499	0.1749	0.4438	0.4385	0.6343	0.4316	0.5798
species	Human_specific_hypo	chr20	29963101	29964215	1115	7	-38.0638241738572	0.5401	0.3721	0.6437	0.5577	0.9342	0.8851
species	Human_specific_hypo	chr13	47337912	47338914	1003	5	-38.0007075126276	0.2664	0.3205	0.5479	0.619	0.5415	0.5911
species	Human_specific_hypo	chr14	55723435	55723879	445	8	-37.9963045838612	0.619	0.5096	0.7624	0.6136	0.9012	0.7894
species	Human_specific_hypo	chr10	116441764	116442495	732	6	-37.991048553812	0.3287	0.3018	0.5103	0.4593	0.4455	0.6543
species	Human_specific_hypo	chr11	116046166	116047168	1003	8	-37.9806037447671	0.4708	0.5863	0.6903	0.717	0.6214	0.7473
species	Human_specific_hypo	chr22	25115755	25116196	442	6	-37.9583236918463	0.6931	0.7663	0.8556	0.8842	0.8149	0.8568
species	Human_specific_hypo	chr5	32158655	32159961	1307	7	-37.9358722194984	0.7138	0.7215	0.8374	0.8755	0.8049	0.8132
species	Human_specific_hypo	chr1	232388296	232388825	530	7	-37.9290240969045	0.7401	0.8076	0.8951	0.9376	0.9422	0.947
species	Human_specific_hypo	chr5	173330521	173332377	1857	7	-37.8921947497797	0.3332	0.3678	0.5397	0.5571	0.6059	0.6768
species	Human_specific_hypo	chr9	72059009	72059262	254	4	-37.8591990756272	0.597	0.4912	0.8246	0.8012	0.8644	0.9694
species	Human_specific_hypo	chr3	107149374	107149569	196	7	-37.8508759004471	0.0809	0.1748	0.2091	0.4081	0.1896	0.3294
species	Human_specific_hypo	chr9	130693709	130693848	140	7	-37.8340545496931	0.2443	0.1726	0.3609	0.3821	0.8438	0.8899
species	Human_specific_hypo	chr4	76590692	76591779	1088	5	-37.8291316503857	0.716	0.7245	0.8974	0.9323	0.8369	0.8951
species	Human_specific_hypo	chr7	45151883	45152021	139	8	-37.8260699837346	0.2924	0.2688	0.4338	0.4477	0.7241	0.8011
species	Human_specific_hypo	chr1	203482415	203483749	1335	8	-37.8112336259341	0.5689	0.6095	0.7208	0.752	0.6949	0.7504
species	Human_specific_hypo	chr18	74783962	74784360	399	7	-37.8040384883763	0.4331	0.6828	0.613	0.8372	0.6394	0.913
species	Human_specific_hypo	chr1	152438364	152440687	2324	6	-37.7927750146398	0.7568	0.6666	0.8708	0.8711	0.925	0.9064
species	Human_specific_hypo	chr10	91332563	91333754	1192	6	-37.787294648726	0.6361	0.4947	0.8181	0.5985	0.9588	0.922
species	Human_specific_hypo	chr11	47299256	47299923	668	5	-37.7868655854159	0.7475	0.3534	0.8773	0.8233	0.8397	0.9087
species	Human_specific_hypo	chr19	30176350	30176521	172	5	-37.7779413836263	0.6893	0.7639	0.92	0.9018	0.9611	0.9399
species	Human_specific_hypo	chr15	62353561	62353852	292	4	-37.7719122526463	0.5051	0.3737	0.7601	0.7079	0.9264	0.8198
species	Human_specific_hypo	chr3	42786213	42786283	71	4	-37.7403699567565	0.3276	0.1777	0.7689	0.5377	0.8652	0.7346
species	Human_specific_hypo	chr6	1285707	1286445	739	6	-37.6886389079142	0.7551	0.3266	0.87	0.6332	0.9366	0.8834
species	Human_specific_hypo	chr13	98842221	98842385	165	4	-37.6880848910899	0.723	0.2083	0.8884	0.5083	0.8738	0.714
species	Human_specific_hypo	chr12	12821871	12822396	526	5	-37.6412940869051	0.3897	0.5382	0.6498	0.7211	0.8691	0.8306
species	Human_specific_hypo	chr9	116379876	116380072	197	5	-37.6340078034316	0.5854	0.4018	0.8392	0.7028	0.852	0.7504
species	Human_specific_hypo	chr14	77925961	77926293	333	6	-37.6324076039911	0.5485	0.5446	0.7458	0.7103	0.7288	0.7165
species	Human_specific_hypo	chr1	247500479	247500719	241	5	-37.5896169273538	0.3623	0.6387	0.5935	0.8972	0.8905	0.8704
species	Human_specific_hypo	chr1	205239479	205239649	171	6	-37.560639295412	0.8502	0.2374	0.9565	0.6301	0.9408	0.8857
species	Human_specific_hypo	chr1	226778559	226779368	810	8	-37.5548460322513	0.5204	0.805	0.7612	0.9167	0.8348	0.9114
species	Human_specific_hypo	chr19	44249496	44249798	303	4	-37.5359432347619	0.2367	0.2624	0.5794	0.535	0.7245	0.6734
species	Human_specific_hypo	chr12	126257612	126258053	442	5	-37.5259951100585	0.4994	0.5229	0.7539	0.6753	0.7903	0.8014
species	Human_specific_hypo	chr3	9139173	9139675	503	5	-37.5231010326842	0.3979	0.3005	0.5659	0.7402	0.5789	0.9594
species	Human_specific_hypo	chr1	48154198	48154349	152	5	-37.5158311980865	0.7244	0.6839	0.9265	0.8576	0.9667	0.9374
species	Human_specific_hypo	chr15	93467089	93468015	927	9	-37.5148723431468	0.4757	0.6885	0.5921	0.8594	0.5362	0.7922
species	Human_specific_hypo	chr2	17827111	17827683	573	5	-37.4398413988296	0.216	0.3873	0.447	0.6106	0.4072	0.5757
species	Human_specific_hypo	chr11	134020850	134021680	831	8	-37.426108513295	0.3988	0.7241	0.5317	0.8668	0.8008	0.8673
species	Human_specific_hypo	chr3	159609078	159609520	443	8	-37.3579384225672	0.3215	0.3681	0.5661	0.6266	0.8691	0.857
species	Human_specific_hypo	chr5	158449426	158449948	523	6	-37.3356419475271	0.3717	0.4496	0.5522	0.5821	0.8027	0.5426
species	Human_specific_hypo	chr16	86325725	86326446	722	6	-37.3133039073104	0.7253	0.5676	0.8499	0.6782	0.8975	0.7613
species	Human_specific_hypo	chr14	65612152	65612752	601	6	-37.2781952967246	0.7328	0.7387	0.9234	0.8734	0.9594	0.9258
species	Human_specific_hypo	chr9	34808957	34809417	461	4	-37.273562299817	0.4329	0.4875	0.7586	0.6495	0.9691	0.9329
species	Human_specific_hypo	chr1	239341658	239342449	792	4	-37.2710025658307	0.6277	0.5728	0.8265	0.8492	0.8676	0.9113
species	Human_specific_hypo	chr13	27998115	27998202	88	6	-37.261920714355	0.3133	0.2521	0.5885	0.4442	0.6464	0.3958
species	Human_specific_hypo	chr10	79687268	79687828	561	9	-37.2515872827604	0.1653	0.329	0.2832	0.5631	0.5911	0.5638
species	Human_specific_hypo	chr20	47601325	47601901	577	6	-37.2413815823673	0.6037	0.3927	0.8166	0.7877	0.8125	0.7777
species	Human_specific_hypo	chr2	236575784	236575846	63	5	-37.2349604400152	0.6836	0.6983	0.908	0.8478	0.9195	0.8621
species	Human_specific_hypo	chr16	436166	436887	722	5	-37.2294825924483	0.7272	0.4205	0.8716	0.5859	0.9532	0.9326
species	Human_specific_hypo	chr8	9411335	9412823	1489	5	-37.2156891091639	0.4182	0.3395	0.701	0.6839	0.8595	0.8076
species	Human_specific_hypo	chr2	17972405	17973343	939	5	-37.196405902364	0.5858	0.6726	0.9117	0.7931	0.8752	0.94
species	Human_specific_hypo	chr3	160295135	160295581	447	4	-37.1869789893021	0.6765	0.4036	0.8393	0.692	0.9445	0.8836
species	Human_specific_hypo	chr20	1781160	1781910	751	6	-37.1851782523455	0.2023	0.437	0.4444	0.7382	0.5237	0.6332
species	Human_specific_hypo	chr10	24881177	24881396	220	5	-37.1769721785937	0.506	0.6963	0.7569	0.8592	0.8416	0.9037
species	Human_specific_hypo	chr13	112591965	112593295	1331	8	-37.1615280984304	0.6927	0.5438	0.834	0.7505	0.9203	0.6985
species	Human_specific_hypo	chr13	107172549	107173242	694	7	-37.1303646457305	0.299	0.1865	0.4524	0.3766	0.509	0.7944
species	Human_specific_hypo	chr11	119789122	119789500	379	6	-37.1147353928501	0.571	0.7599	0.8296	0.8966	0.7859	0.9243
species	Human_specific_hypo	chr13	53751315	53751553	239	6	-37.1106819602443	0.657	0.4446	0.8781	0.5855	0.8583	0.8597
species	Human_specific_hypo	chr13	65670147	65670346	200	5	-37.0784466770285	0.741	0.4037	0.9168	0.8341	0.9692	0.9673
species	Human_specific_hypo	chr15	78919863	78920235	373	6	-37.0778479235205	0.6186	0.4894	0.7498	0.5901	0.8978	0.829
species	Human_specific_hypo	chr11	131143558	131143843	286	4	-37.0452046081934	0.5528	0.382	0.7832	0.6682	0.9414	0.7713
species	Human_specific_hypo	chr16	69921973	69922519	547	7	-37.0284801863719	0.601	0.1882	0.7337	0.5007	0.955	0.7384
species	Human_specific_hypo	chr5	72792883	72793478	596	5	-37.02828067434	0.1022	0.2016	0.3294	0.3584	0.5817	0.722
species	Human_specific_hypo	chr5	4519548	4519879	332	6	-37.016967356861	0.7266	0.5547	0.913	0.7178	0.885	0.7522
species	Human_specific_hypo	chr11	9571206	9571778	573	4	-36.9466967177177	0.644	0.745	0.9106	0.8716	0.9199	0.937
species	Human_specific_hypo	chr15	26984357	26984580	224	6	-36.9463624974882	0.6104	0.7283	0.7908	0.8807	0.8062	0.9199
species	Human_specific_hypo	chr4	181863615	181864035	421	4	-36.9340307185707	0.6707	0.6044	0.8395	0.8647	0.9081	0.9386
species	Human_specific_hypo	chr2	88558877	88559047	171	7	-36.9183874548799	0.7132	0.2441	0.8348	0.4884	0.9399	0.9172
species	Human_specific_hypo	chr22	26878792	26879048	257	5	-36.9126220626643	0.0784	0.2535	0.2465	0.4491	0.1781	0.4658
species	Human_specific_hypo	chr5	112039600	112040395	796	5	-36.9063587262117	0.5056	0.3964	0.622	0.6628	0.764	0.7727
species	Human_specific_hypo	chr7	140098572	140098707	136	6	-36.8918742173016	0.2226	0.3931	0.4237	0.5958	0.3596	0.5924
species	Human_specific_hypo	chr13	79051131	79051885	755	6	-36.8917341039259	0.3074	0.4369	0.5919	0.6058	0.8027	0.8038
species	Human_specific_hypo	chr4	38924069	38924876	808	7	-36.8778254826052	0.5129	0.1951	0.7768	0.3229	0.7675	0.8933
species	Human_specific_hypo	chr16	86334455	86335116	662	7	-36.8594194154803	0.3743	0.191	0.5658	0.3211	0.579	0.4815
species	Human_specific_hypo	chr8	134779304	134779760	457	7	-36.8593212814779	0.484	0.7539	0.698	0.884	0.8832	0.8971
species	Human_specific_hypo	chr5	14760329	14761333	1005	5	-36.844340154084	0.7315	0.4367	0.8582	0.7384	0.87	0.7302
species	Human_specific_hypo	chr8	39171648	39172072	425	9	-36.8374191911244	0.225	0.2806	0.3344	0.424	0.7776	0.5476
species	Human_specific_hypo	chr16	15666771	15667199	429	5	-36.8154874400803	0.5331	0.4283	0.8226	0.7399	0.9005	0.7029
species	Human_specific_hypo	chr15	51121020	51121559	540	4	-36.8089250421558	0.3039	0.5177	0.5814	0.8237	0.828	0.7445
species	Human_specific_hypo	chr1	184191913	184192200	288	8	-36.7842393812658	0.665	0.3348	0.7721	0.5554	0.9744	0.9066
species	Human_specific_hypo	chr16	8405363	8406238	876	6	-36.7458142939408	0.3742	0.239	0.7251	0.4639	0.7259	0.6125
species	Human_specific_hypo	chr8	30290410	30290684	275	5	-36.7230466188739	0.8221	0.3496	0.9252	0.6532	0.918	0.6634
species	Human_specific_hypo	chr20	24965897	24966751	855	6	-36.6999295924053	0.6715	0.7347	0.9116	0.9017	0.934	0.9354
species	Human_specific_hypo	chr8	96149147	96149488	342	5	-36.6237639651663	0.6429	0.3992	0.8262	0.663	0.7367	0.5486
species	Human_specific_hypo	chr5	10441164	10441543	380	7	-36.6189642829833	0.0398	0.0809	0.1515	0.2244	0.2149	0.4089
species	Human_specific_hypo	chr10	35182849	35183366	518	7	-36.605166682984	0.7611	0.6096	0.9035	0.716	0.9045	0.8351
species	Human_specific_hypo	chr6	97371198	97371485	288	6	-36.5876715648511	0.4547	0.6908	0.7055	0.8397	0.7749	0.8794
species	Human_specific_hypo	chr3	97091232	97092127	896	4	-36.5629093160976	0.7755	0.5452	0.9384	0.81	0.8888	0.9068
species	Human_specific_hypo	chr6	309088	309786	699	5	-36.5542775841992	0.6721	0.5046	0.9127	0.6473	0.8895	0.8683
species	Human_specific_hypo	chr4	87307946	87308425	480	5	-36.5249771140642	0.2024	0.5466	0.3418	0.8537	0.3249	0.917
species	Human_specific_hypo	chr10	80522917	80523464	548	6	-36.4874469884069	0.5203	0.6361	0.7851	0.8746	0.9828	0.962
species	Human_specific_hypo	chr20	24456103	24456522	420	5	-36.4775098865002	0.6436	0.5325	0.7461	0.8612	0.8898	0.922
species	Human_specific_hypo	chr15	67362620	67363630	1011	7	-36.4539158450164	0.6494	0.7163	0.762	0.8999	0.8494	0.9068
species	Human_specific_hypo	chr10	15476422	15477025	604	4	-36.4149569655809	0.3814	0.4927	0.8186	0.7279	0.8217	0.7091
species	Human_specific_hypo	chr22	26337981	26338448	468	8	-36.4041297844087	0.4828	0.2424	0.6153	0.4412	0.866	0.4732
species	Human_specific_hypo	chr1	204477276	204477744	469	5	-36.4030064506958	0.4969	0.6872	0.9047	0.9009	0.8528	0.8566
species	Human_specific_hypo	chr17	5700721	5701151	431	6	-36.3861819859437	0.7659	0.5627	0.9126	0.7306	0.8465	0.8906
species	Human_specific_hypo	chr15	44105529	44105747	219	5	-36.3711167021196	0.6422	0.5025	0.7548	0.7336	0.7628	0.8875
species	Human_specific_hypo	chr8	6589636	6590185	550	7	-36.2825867663956	0.7763	0.8178	0.9438	0.922	0.9372	0.9302
species	Human_specific_hypo	chr2	242356063	242356328	266	6	-36.2522217074824	0.7859	0.7443	0.9578	0.9435	0.9423	0.9292
species	Human_specific_hypo	chr19	49136868	49137540	673	7	-36.2184060652448	0.6463	0.6505	0.7506	0.7536	0.7896	0.7593
species	Human_specific_hypo	chr7	116140518	116140715	198	8	-36.1989336292113	0.2222	0.4363	0.4723	0.5847	0.6567	0.8533
species	Human_specific_hypo	chr13	111526506	111526677	172	5	-36.1898344705202	0.5463	0.7545	0.8275	0.871	0.7631	0.896
species	Human_specific_hypo	chr10	72217386	72219012	1627	6	-36.1768726816539	0.2242	0.2302	0.8479	0.8329	0.5543	0.6857
species	Human_specific_hypo	chr1	41952406	41952646	241	7	-36.1745794603631	0.8025	0.1898	0.9172	0.3644	0.9208	0.6718
species	Human_specific_hypo	chr2	65414226	65414426	201	5	-36.1690243622869	0.3367	0.2485	0.4557	0.7401	0.5178	0.8532
species	Human_specific_hypo	chr22	45368125	45368331	207	5	-36.1678838501812	0.6017	0.4386	0.8223	0.6006	0.9512	0.9408
species	Human_specific_hypo	chr1	15599305	15599534	230	5	-36.1653021534417	0.258	0.3554	0.3758	0.6054	0.6692	0.5839
species	Human_specific_hypo	chr9	16276332	16276855	524	5	-36.1144106359985	0.4847	0.2527	0.6782	0.4005	0.6697	0.4883
species	Human_specific_hypo	chr14	71022433	71022727	295	5	-36.1142194449859	0.5668	0.3363	0.7443	0.6925	0.9525	0.9572
species	Human_specific_hypo	chr2	3697582	3697711	130	4	-36.1096044017105	0.3493	0.6415	0.703	0.8874	0.945	0.8923
species	Human_specific_hypo	chr20	47976934	47977653	720	6	-36.082558369693	0.3426	0.5622	0.6268	0.805	0.7061	0.8318
species	Human_specific_hypo	chr18	44577186	44577435	250	4	-36.0379804587436	0.5388	0.4413	0.7602	0.7068	0.6936	0.6067
species	Human_specific_hypo	chr5	142023224	142024458	1235	5	-36.0006965209428	0.4573	0.5931	0.5811	0.8678	0.7429	0.9026
species	Human_specific_hypo	chr8	24705816	24706616	801	5	-36.0002556571129	0.8483	0.6017	0.9517	0.8957	0.9235	0.8532
species	Human_specific_hypo	chr8	3624415	3625102	688	6	-35.9711774172455	0.7486	0.3093	0.8783	0.6826	0.9165	0.7665
species	Human_specific_hypo	chr2	73957629	73958243	615	5	-35.9564157959361	0.5861	0.6925	0.92	0.8178	0.8644	0.8611
species	Human_specific_hypo	chr8	131314204	131315140	937	4	-35.9280465494331	0.5484	0.1707	0.7868	0.5903	0.8457	0.7363
species	Human_specific_hypo	chr1	23882036	23882632	597	7	-35.910880041036	0.3177	0.2245	0.5422	0.34	0.5673	0.4856
species	Human_specific_hypo	chr15	99242762	99243268	507	7	-35.8780400862842	0.4249	0.4572	0.5588	0.5805	0.6381	0.6428
species	Human_specific_hypo	chr17	7690527	7690704	178	7	-35.8706762640144	0.7339	0.6398	0.8781	0.7777	0.9137	0.906
species	Human_specific_hypo	chr17	75883216	75884692	1477	7	-35.8687420425195	0.0628	0.1014	0.4682	0.5247	0.7614	0.7121
species	Human_specific_hypo	chr3	58011340	58011760	421	5	-35.8660826440678	0.7643	0.5941	0.932	0.8708	0.9363	0.9224
species	Human_specific_hypo	chr13	77884240	77885569	1330	6	-35.8628451156319	0.4825	0.554	0.7417	0.8481	0.8658	0.8843
species	Human_specific_hypo	chr5	52406040	52406194	155	4	-35.7945320791121	0.2668	0.3324	0.4888	0.6304	0.5365	0.6343
species	Human_specific_hypo	chr2	176939356	176940074	719	7	-35.7932992209345	0.1645	0.2318	0.2788	0.3751	0.6032	0.4427
species	Human_specific_hypo	chr3	151185933	151186423	491	6	-35.7625030604948	0.7286	0.4927	0.8518	0.6679	0.9315	0.7214
species	Human_specific_hypo	chr14	82268388	82270285	1898	5	-35.7245153670729	0.445	0.5286	0.6448	0.8808	0.7897	0.8999
species	Human_specific_hypo	chr6	136599543	136599630	88	4	-35.6968492197129	0.7643	0.7346	0.9276	0.9448	0.9517	0.9579
species	Human_specific_hypo	chr5	59109121	59109992	872	6	-35.6939930551969	0.2441	0.3813	0.5504	0.757	0.5621	0.6724
species	Human_specific_hypo	chr8	140593543	140594385	843	5	-35.6921971878638	0.506	0.2175	0.7164	0.4317	0.7886	0.6031
species	Human_specific_hypo	chr12	127782407	127782918	512	5	-35.6794138497788	0.4841	0.5795	0.6221	0.872	0.9439	0.7887
species	Human_specific_hypo	chr14	82152139	82153872	1734	8	-35.6741646841004	0.4904	0.5699	0.6311	0.8059	0.6381	0.8063
species	Human_specific_hypo	chr3	45640463	45640974	512	7	-35.6665416157866	0.684	0.5434	0.8373	0.6859	0.9698	0.9136
species	Human_specific_hypo	chr1	169114725	169116288	1564	6	-35.6649291121393	0.7354	0.493	0.8661	0.8377	0.8864	0.7194
species	Human_specific_hypo	chr16	24632898	24633151	254	4	-35.6626409810508	0.4456	0.546	0.6938	0.9075	0.6352	0.8314
species	Human_specific_hypo	chr8	126102948	126103267	320	5	-35.6485409382317	0.2788	0.2482	0.5001	0.4517	0.4845	0.3998
species	Human_specific_hypo	chr13	36918614	36919230	617	4	-35.5926248867862	0.2938	0.3021	0.6313	0.4926	0.6606	0.6538
species	Human_specific_hypo	chr1	117457543	117457977	435	7	-35.5904019357655	0.5861	0.5279	0.7235	0.6853	0.8454	0.8285
species	Human_specific_hypo	chr7	23112346	23112960	615	5	-35.5869841976454	0.5265	0.551	0.736	0.7881	0.9455	0.9084
species	Human_specific_hypo	chr12	27576703	27577685	983	5	-35.5712410063933	0.5139	0.5895	0.8637	0.9093	0.8087	0.8153
species	Human_specific_hypo	chr9	95427546	95428001	456	5	-35.5574809539768	0.7598	0.6035	0.876	0.8395	0.8752	0.8451
species	Human_specific_hypo	chr17	69896520	69896984	465	5	-35.5463431024024	0.5279	0.6336	0.6714	0.91	0.9052	0.9165
species	Human_specific_hypo	chr16	57181395	57181945	551	8	-35.5433031210603	0.617	0.1283	0.7927	0.2322	0.7445	0.3228
species	Human_specific_hypo	chr3	108180571	108181050	480	6	-35.5408084804397	0.1972	0.5243	0.3713	0.7781	0.6685	0.674
species	Human_specific_hypo	chr2	152891219	152891714	496	6	-35.5238724360755	0.5122	0.3457	0.7442	0.6132	0.9088	0.9337
species	Human_specific_hypo	chr12	62048298	62049246	949	5	-35.5156496626504	0.4441	0.6247	0.669	0.8809	0.5875	0.8889
species	Human_specific_hypo	chr2	44472073	44472584	512	6	-35.5055720361736	0.2795	0.3673	0.4904	0.5864	0.7892	0.8601
species	Human_specific_hypo	chr19	56143463	56143515	53	5	-35.4988701482566	0.3342	0.3527	0.655	0.6649	0.7985	0.7298
species	Human_specific_hypo	chr21	33373874	33374107	234	5	-35.4832513470036	0.7925	0.4862	0.9308	0.9235	0.946	0.9004
species	Human_specific_hypo	chr8	81640680	81641260	581	7	-35.4512816796045	0.493	0.5492	0.6071	0.7887	0.8853	0.9343
species	Human_specific_hypo	chr12	116943503	116943932	430	6	-35.443248260867	0.7621	0.6086	0.9019	0.7929	0.9484	0.9662
species	Human_specific_hypo	chr1	155107224	155107535	312	6	-35.4395937084109	0.1992	0.2446	0.455	0.3512	0.4831	0.3963
species	Human_specific_hypo	chr15	68917514	68918270	757	6	-35.4201773714821	0.4766	0.5534	0.697	0.7665	0.7165	0.9156
species	Human_specific_hypo	chr18	61869497	61869769	273	5	-35.4166366910428	0.6506	0.2478	0.8067	0.5311	0.9516	0.6821
species	Human_specific_hypo	chr13	107002727	107002960	234	5	-35.3712996991828	0.6093	0.6635	0.8256	0.8228	0.8571	0.753
species	Human_specific_hypo	chr20	45380621	45380858	238	5	-35.3634591643922	0.5853	0.6987	0.7714	0.8768	0.9042	0.8698
species	Human_specific_hypo	chr13	38176230	38176932	703	5	-35.3549337900302	0.7468	0.5454	0.8689	0.7287	0.9636	0.9224
species	Human_specific_hypo	chr6	104967424	104969335	1912	7	-35.3451220340459	0.5843	0.6733	0.7115	0.8173	0.8781	0.9064
species	Human_specific_hypo	chr17	55332533	55332820	288	7	-35.3327445686771	0.5777	0.4955	0.7283	0.6744	0.6841	0.613
species	Human_specific_hypo	chr16	89014591	89015326	736	4	-35.3182148868494	0.5737	0.371	0.7857	0.6655	0.8147	0.5953
species	Human_specific_hypo	chr19	56651457	56651563	107	5	-35.3067717249902	0.2477	0.3451	0.4252	0.5347	0.542	0.4835
species	Human_specific_hypo	chr8	41516584	41517504	921	5	-35.3035714961797	0.3803	0.2197	0.6262	0.6614	0.6343	0.821
species	Human_specific_hypo	chr15	102156692	102156911	220	6	-35.300709767826	0.491	0.4363	0.6307	0.8156	0.7804	0.8639
species	Human_specific_hypo	chr8	102143596	102143774	179	5	-35.2890428107386	0.1725	0.179	0.3537	0.5743	0.3637	0.6284
species	Human_specific_hypo	chr1	168606708	168606964	257	5	-35.2778594346462	0.5291	0.3163	0.6558	0.6455	0.6228	0.8691
species	Human_specific_hypo	chr8	25774507	25775375	869	6	-35.2777850864025	0.4474	0.3716	0.6175	0.4966	0.5836	0.4522
species	Human_specific_hypo	chr13	44880710	44881113	404	6	-35.2380139940948	0.67	0.3647	0.8601	0.5635	0.9238	0.5578
species	Human_specific_hypo	chr22	18462988	18464345	1358	6	-35.2370676087129	0.3249	0.2017	0.5966	0.4007	0.6724	0.7627
species	Human_specific_hypo	chr10	12541002	12541892	891	6	-35.2286216804838	0.3115	0.562	0.4679	0.7672	0.392	0.725
species	Human_specific_hypo	chr16	71780204	71780615	412	6	-35.2088119180304	0.3571	0.4159	0.5682	0.5351	0.5747	0.8265
species	Human_specific_hypo	chr2	86025181	86025787	607	5	-35.1986966583093	0.7454	0.1913	0.9102	0.4984	0.9536	0.7957
species	Human_specific_hypo	chr10	100842201	100844311	2111	7	-35.1774090012916	0.6716	0.5308	0.7845	0.6955	0.8723	0.72
species	Human_specific_hypo	chr16	68381517	68382067	551	6	-35.1686117222565	0.6065	0.641	0.8267	0.7794	0.8557	0.8542
species	Human_specific_hypo	chr2	73964834	73965075	242	10	-35.125901021472	0.628	0.6559	0.7793	0.794	0.8384	0.8606
species	Human_specific_hypo	chr14	67544610	67545529	920	6	-35.1187530081102	0.7499	0.4262	0.92	0.6162	0.8399	0.7368
species	Human_specific_hypo	chr7	111322638	111322982	345	4	-35.1097604855633	0.5967	0.6286	0.8795	0.8109	0.9772	0.924
species	Human_specific_hypo	chr5	43194287	43194896	610	4	-35.0972843987394	0.1794	0.2093	0.2832	0.3715	0.5665	0.4583
species	Human_specific_hypo	chr8	67831878	67832683	806	5	-35.0401770558867	0.6831	0.7522	0.8059	0.8579	0.918	0.9447
species	Human_specific_hypo	chr6	16496253	16496767	515	6	-35.0231780394157	0.6803	0.4416	0.8129	0.6082	0.7728	0.6271
species	Human_specific_hypo	chr4	17599187	17599524	338	4	-35.0193127813637	0.7369	0.7562	0.9623	0.932	0.9445	0.938
species	Human_specific_hypo	chr1	231763923	231764093	171	5	-35.0182406909011	0.4777	0.4041	0.6928	0.6069	0.9297	0.5689
species	Human_specific_hypo	chr16	5012603	5013535	933	9	-35.000883444025	0.6026	0.2325	0.8695	0.3883	0.9156	0.5123
species	Human_specific_hypo	chr2	69999298	69999813	516	5	-34.9963480886814	0.7303	0.6984	0.8653	0.8966	0.9564	0.937
species	Human_specific_hypo	chr19	34013117	34013206	90	5	-34.9922141610318	0.3037	0.2768	0.5638	0.4672	0.5939	0.6306
species	Human_specific_hypo	chr1	85796485	85796885	401	6	-34.99062110754	0.5166	0.2516	0.6498	0.4757	0.7987	0.4681
species	Human_specific_hypo	chr6	157827811	157828118	308	6	-34.9843485371424	0.6665	0.217	0.8074	0.4261	0.9047	0.8133
